gene_id	transcript_id(s)	AtlanticSalmon_RNA_Brain_Immature_Female_R1	AtlanticSalmon_RNA_Brain_Immature_Female_R2	AtlanticSalmon_RNA_Brain_Immature_Female_R3	AtlanticSalmon_RNA_Brain_Immature_Male_R1	AtlanticSalmon_RNA_Brain_Immature_Male_R2	AtlanticSalmon_RNA_Brain_Immature_Male_R3	AtlanticSalmon_RNA_Brain_Mature_Female_R1	AtlanticSalmon_RNA_Brain_Mature_Female_R2	AtlanticSalmon_RNA_Brain_Mature_Female_R3	AtlanticSalmon_RNA_Brain_Mature_Male_R1	AtlanticSalmon_RNA_Brain_Mature_Male_R2	AtlanticSalmon_RNA_Brain_Mature_Male_R3
ENSSSAG00000079888	ENSSSAT00000150842	0.00	0.00	0.05	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.05	0.00
ENSSSAG00000079889	ENSSSAT00000150852,ENSSSAT00000218581	1.65	9.23	1.47	132.47	22.58	0.70	111.39	1.37	0.16	0.00	0.70	1.66
ENSSSAG00000079891	ENSSSAT00000151044,ENSSSAT00000151049,ENSSSAT00000151063,ENSSSAT00000151067,ENSSSAT00000151070,ENSSSAT00000151071,ENSSSAT00000151075,ENSSSAT00000151078,ENSSSAT00000151079,ENSSSAT00000186371	11.64	8.35	10.91	10.82	5.74	9.34	19.20	4.73	5.22	7.15	7.77	10.21
ENSSSAG00000079892	ENSSSAT00000150862,ENSSSAT00000197177,ENSSSAT00000219957,ENSSSAT00000247488,ENSSSAT00000250837	1.80	2.58	2.22	6.99	2.17	1.36	22.41	0.93	1.18	1.97	2.05	1.49
ENSSSAG00000079895	ENSSSAT00000150853	0.63	1.03	0.61	0.25	0.00	0.59	0.00	0.16	0.00	0.27	0.72	0.35
ENSSSAG00000079897	ENSSSAT00000150897,ENSSSAT00000150906,ENSSSAT00000150909,ENSSSAT00000242092	15.84	29.08	5.28	0.71	16.59	10.56	2.44	2.50	1.26	1.12	2.79	4.01
ENSSSAG00000079901	ENSSSAT00000150867	13.55	8.05	11.85	11.01	8.67	12.24	10.09	8.60	8.52	6.38	11.92	6.42
ENSSSAG00000079904	ENSSSAT00000150880,ENSSSAT00000150883,ENSSSAT00000237159	0.45	0.15	0.00	0.00	0.31	0.00	0.11	0.00	0.16	0.00	0.00	0.00
ENSSSAG00000079906	ENSSSAT00000151033,ENSSSAT00000251783	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000079910	ENSSSAT00000150898,ENSSSAT00000205482,ENSSSAT00000217379	0.20	0.03	0.11	0.32	0.07	0.05	0.81	0.00	0.06	0.00	0.00	0.05
ENSSSAG00000079914	ENSSSAT00000150904	4.61	5.45	5.50	5.99	4.75	4.60	4.76	10.10	8.57	7.67	6.15	7.43
ENSSSAG00000079915	ENSSSAT00000120803,ENSSSAT00000150894,ENSSSAT00000150911,ENSSSAT00000150918	1.72	3.66	1.38	12.84	3.71	1.33	10.12	0.83	0.57	0.36	1.77	0.55
ENSSSAG00000079917	ENSSSAT00000150899	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00
ENSSSAG00000079924	ENSSSAT00000150969	1.97	2.24	1.77	0.45	5.98	1.68	0.17	0.94	2.05	0.20	2.07	0.59
ENSSSAG00000079926	ENSSSAT00000150920,ENSSSAT00000150925,ENSSSAT00000150929	38.64	29.66	41.07	24.87	30.86	39.96	16.85	26.64	24.72	23.79	55.66	27.42
ENSSSAG00000079927	ENSSSAT00000150922,ENSSSAT00000150943	0.05	0.00	0.05	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.12	0.00
ENSSSAG00000079928	ENSSSAT00000150927	45.04	39.37	35.98	42.90	37.65	48.49	17.96	31.38	37.53	41.87	32.77	40.61
ENSSSAG00000079929	ENSSSAT00000151294,ENSSSAT00000151297,ENSSSAT00000151347,ENSSSAT00000151354,ENSSSAT00000220907	146.61	145.58	138.97	64.54	118.70	122.58	24.69	110.96	113.45	116.83	132.46	119.65
ENSSSAG00000079931	ENSSSAT00000151099,ENSSSAT00000151123,ENSSSAT00000216180	28.88	26.36	23.09	21.07	26.68	24.89	15.41	28.35	27.22	31.47	19.81	24.66
ENSSSAG00000079933	ENSSSAT00000150936,ENSSSAT00000216007	1.10	1.07	0.71	0.87	0.80	0.68	3.39	0.35	0.46	0.51	1.07	1.21
ENSSSAG00000079936	ENSSSAT00000150945	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000079937	ENSSSAT00000150951,ENSSSAT00000150962,ENSSSAT00000150966	0.96	1.28	1.26	4.08	1.45	1.05	11.22	0.27	0.33	1.25	3.18	1.83
ENSSSAG00000079939	ENSSSAT00000150954,ENSSSAT00000150960	1.95	1.92	4.65	15.82	6.00	4.78	27.70	1.67	1.48	1.11	5.76	4.85
ENSSSAG00000079941	ENSSSAT00000150953,ENSSSAT00000150958,ENSSSAT00000150979	0.23	0.16	0.50	0.74	0.16	0.00	0.17	0.00	0.00	0.00	0.09	0.00
ENSSSAG00000079942	ENSSSAT00000098225,ENSSSAT00000098229,ENSSSAT00000151262,ENSSSAT00000151267,ENSSSAT00000151269,ENSSSAT00000151270,ENSSSAT00000151271,ENSSSAT00000151278,ENSSSAT00000151301,ENSSSAT00000151307	6.18	6.77	7.04	4.59	6.78	4.94	14.11	2.43	2.05	1.90	5.71	2.25
ENSSSAG00000079943	ENSSSAT00000150985,ENSSSAT00000209579	60.51	60.47	56.20	49.13	58.18	52.66	27.97	67.68	53.92	60.48	65.98	58.89
ENSSSAG00000079944	ENSSSAT00000150983,ENSSSAT00000150990,ENSSSAT00000241387	1.08	0.97	0.21	0.16	1.24	0.06	0.20	0.08	0.03	0.03	1.01	0.09
ENSSSAG00000079945	ENSSSAT00000151053,ENSSSAT00000151068	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000079946	ENSSSAT00000150995	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000079947	ENSSSAT00000150996	0.43	0.88	0.41	0.58	0.39	0.50	0.41	1.04	0.62	0.58	0.78	0.53
ENSSSAG00000079949	ENSSSAT00000126158,ENSSSAT00000151255,ENSSSAT00000151283,ENSSSAT00000151322,ENSSSAT00000151335,ENSSSAT00000151360,ENSSSAT00000151362,ENSSSAT00000151364,ENSSSAT00000178295	35.29	35.71	34.22	15.33	28.80	32.75	7.32	24.35	19.79	21.95	31.75	25.10
ENSSSAG00000079950	ENSSSAT00000151002,ENSSSAT00000231740,ENSSSAT00000232160,ENSSSAT00000247300	0.77	0.41	5.35	1.45	0.29	3.40	0.90	0.78	0.75	3.62	2.44	3.32
ENSSSAG00000079951	ENSSSAT00000151006,ENSSSAT00000171658	7.56	9.97	10.54	7.81	10.96	8.82	3.09	12.64	13.51	10.54	10.16	11.70
ENSSSAG00000079952	ENSSSAT00000151046,ENSSSAT00000151048,ENSSSAT00000151062,ENSSSAT00000167734,ENSSSAT00000240012	75.92	84.06	83.17	62.47	80.87	82.38	43.86	63.01	83.24	68.07	81.30	69.97
ENSSSAG00000079953	ENSSSAT00000151017,ENSSSAT00000151027	1.56	2.45	1.50	0.90	1.90	0.94	0.52	0.28	0.76	0.67	0.92	1.17
ENSSSAG00000079954	ENSSSAT00000077139,ENSSSAT00000151258,ENSSSAT00000151276,ENSSSAT00000151280,ENSSSAT00000151285,ENSSSAT00000151287,ENSSSAT00000151293,ENSSSAT00000194756	15.88	14.12	11.21	6.34	14.61	10.86	4.84	9.47	8.29	7.80	15.51	10.46
ENSSSAG00000079955	ENSSSAT00000151023,ENSSSAT00000151029,ENSSSAT00000151032,ENSSSAT00000190170,ENSSSAT00000220932,ENSSSAT00000237560	0.00	5.35	0.46	110.29	18.79	0.44	42.23	0.50	0.17	0.10	0.54	0.26
ENSSSAG00000079956	ENSSSAT00000151024,ENSSSAT00000253079	28.74	29.34	30.53	17.61	45.04	21.79	1.47	29.54	18.39	17.99	26.02	31.13
ENSSSAG00000079959	ENSSSAT00000151036,ENSSSAT00000229460	0.12	1.37	0.41	0.36	0.75	1.46	0.67	0.02	0.12	0.13	0.28	0.31
ENSSSAG00000079961	ENSSSAT00000151039,ENSSSAT00000184600	12.32	15.25	20.67	20.67	19.50	17.30	17.64	26.63	25.48	20.80	14.79	25.04
ENSSSAG00000079962	ENSSSAT00000151035	0.27	0.00	0.00	0.00	0.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000079963	ENSSSAT00000077396,ENSSSAT00000151034,ENSSSAT00000164458,ENSSSAT00000174389,ENSSSAT00000236443,ENSSSAT00000249170,ENSSSAT00000252058	0.33	0.37	0.46	0.98	0.32	0.28	0.63	0.37	0.79	0.42	0.56	0.37
ENSSSAG00000079968	ENSSSAT00000151045	0.00	0.17	0.00	0.00	0.17	0.10	0.00	0.00	0.00	0.09	0.29	0.12
ENSSSAG00000079969	ENSSSAT00000151047	4.31	5.90	2.39	8.70	5.15	1.22	14.84	2.99	0.88	4.00	3.47	12.89
ENSSSAG00000079970	ENSSSAT00000151051	0.00	0.41	0.32	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000079971	ENSSSAT00000152858,ENSSSAT00000152862,ENSSSAT00000152902,ENSSSAT00000152936,ENSSSAT00000152954,ENSSSAT00000166072,ENSSSAT00000208085,ENSSSAT00000211864,ENSSSAT00000214852,ENSSSAT00000248115	28.91	18.30	60.66	39.79	18.00	58.26	12.60	65.02	52.49	54.06	32.15	63.19
ENSSSAG00000079973	ENSSSAT00000151060	248.12	175.02	107.71	27.40	24.95	127.45	28.30	43.90	58.61	43.56	172.71	46.51
ENSSSAG00000079975	ENSSSAT00000151061,ENSSSAT00000243200	0.45	1.11	0.34	0.40	0.81	0.75	0.23	0.00	0.08	0.07	0.22	0.05
ENSSSAG00000079976	ENSSSAT00000151333,ENSSSAT00000151400,ENSSSAT00000151453,ENSSSAT00000151457	0.29	0.10	0.23	0.00	0.39	0.11	0.00	0.39	0.00	0.10	0.00	0.40
ENSSSAG00000079977	ENSSSAT00000151106,ENSSSAT00000151113,ENSSSAT00000181342,ENSSSAT00000193267	0.00	0.03	0.00	1.49	0.01	0.03	0.35	0.00	0.00	0.00	0.00	0.02
ENSSSAG00000079980	ENSSSAT00000151080,ENSSSAT00000151084	0.22	0.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000079983	ENSSSAT00000099330,ENSSSAT00000099346,ENSSSAT00000099360,ENSSSAT00000208739,ENSSSAT00000212800,ENSSSAT00000252228	38.33	31.67	47.10	46.76	37.98	39.32	29.97	57.25	44.73	46.22	45.55	50.31
ENSSSAG00000079986	ENSSSAT00000151096,ENSSSAT00000249316	31.16	32.00	27.84	27.42	30.35	28.72	19.61	28.36	32.47	33.47	26.00	29.16
ENSSSAG00000079987	ENSSSAT00000151086	64.12	40.36	55.95	17.87	15.00	47.41	109.59	25.73	45.00	32.10	46.12	41.80
ENSSSAG00000079988	ENSSSAT00000151091	23.17	21.96	28.19	22.25	22.42	28.47	11.13	41.22	33.94	38.72	24.09	32.06
ENSSSAG00000079991	ENSSSAT00000151092	96.75	268.10	10.98	8.01	410.30	5.88	32.05	3.81	5.65	4.84	11.71	4.94
ENSSSAG00000079993	ENSSSAT00000151100	18.57	15.76	21.01	17.03	18.55	9.14	13.19	18.11	19.26	16.66	18.84	15.36
ENSSSAG00000079994	ENSSSAT00000151098	16.02	14.42	13.34	11.11	9.78	13.66	9.83	9.12	10.63	10.20	10.66	10.50
ENSSSAG00000079996	ENSSSAT00000151108,ENSSSAT00000151109,ENSSSAT00000180160	19.73	20.00	18.01	26.13	25.07	15.92	23.63	13.38	15.29	17.65	18.15	16.81
ENSSSAG00000079997	ENSSSAT00000151103,ENSSSAT00000173586,ENSSSAT00000188557,ENSSSAT00000199131	6.39	5.38	7.64	8.67	6.39	8.87	6.33	10.22	11.64	9.27	5.12	10.83
ENSSSAG00000079999	ENSSSAT00000152129,ENSSSAT00000152152,ENSSSAT00000152155,ENSSSAT00000152158,ENSSSAT00000152161,ENSSSAT00000152162,ENSSSAT00000152165,ENSSSAT00000152170,ENSSSAT00000152176,ENSSSAT00000249846	15.13	18.11	3.29	9.34	44.88	2.86	7.75	1.54	0.94	10.76	8.61	3.62
ENSSSAG00000080001	ENSSSAT00000151107,ENSSSAT00000209204	0.00	0.12	0.00	1.44	0.59	0.13	0.61	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000080002	ENSSSAT00000151111	3.19	3.27	2.12	0.85	1.11	3.00	1.63	1.12	1.36	0.91	3.26	2.07
ENSSSAG00000080003	ENSSSAT00000151112	0.00	0.09	0.00	0.08	0.00	0.00	0.13	0.00	0.00	0.09	0.00	0.12
ENSSSAG00000080005	ENSSSAT00000019647,ENSSSAT00000151125,ENSSSAT00000151128	23.73	26.42	35.79	33.80	27.44	35.64	16.52	55.14	45.48	44.13	36.91	35.19
ENSSSAG00000080008	ENSSSAT00000148469,ENSSSAT00000151192,ENSSSAT00000151284,ENSSSAT00000151302,ENSSSAT00000151314,ENSSSAT00000151326,ENSSSAT00000151337,ENSSSAT00000218761	4.63	6.98	5.63	1.56	8.02	3.68	3.69	0.60	1.22	1.05	7.08	1.52
ENSSSAG00000080010	ENSSSAT00000151132,ENSSSAT00000151136,ENSSSAT00000166227	9.11	9.10	8.97	8.18	11.26	9.27	5.79	9.62	7.24	8.84	8.39	8.40
ENSSSAG00000080011	ENSSSAT00000151379,ENSSSAT00000151387,ENSSSAT00000151402,ENSSSAT00000151421,ENSSSAT00000151427,ENSSSAT00000151437,ENSSSAT00000151447,ENSSSAT00000151461	3.92	5.16	3.51	5.63	5.09	3.76	4.36	3.47	2.88	4.12	4.13	2.50
ENSSSAG00000080012	ENSSSAT00000184158,ENSSSAT00000187040	6.82	9.23	9.40	4.97	8.46	7.67	5.34	8.93	6.96	6.45	7.34	7.97
ENSSSAG00000080013	ENSSSAT00000151171,ENSSSAT00000151173,ENSSSAT00000151176,ENSSSAT00000151190,ENSSSAT00000151196,ENSSSAT00000160516	1.98	4.00	1.12	11.75	7.34	1.96	12.98	0.20	0.29	0.34	1.12	0.15
ENSSSAG00000080014	ENSSSAT00000137154,ENSSSAT00000137165,ENSSSAT00000137219,ENSSSAT00000151139,ENSSSAT00000151141,ENSSSAT00000151142,ENSSSAT00000194702,ENSSSAT00000207264,ENSSSAT00000226590	12.99	15.15	14.65	18.85	17.58	16.75	30.60	10.62	13.19	13.47	20.82	13.56
ENSSSAG00000080015	ENSSSAT00000151143,ENSSSAT00000230612	12.50	12.01	17.92	15.12	13.56	15.49	9.12	28.75	22.23	26.29	13.97	19.60
ENSSSAG00000080016	ENSSSAT00000151712,ENSSSAT00000151748,ENSSSAT00000151749,ENSSSAT00000151794,ENSSSAT00000151803,ENSSSAT00000151819,ENSSSAT00000151823,ENSSSAT00000151840,ENSSSAT00000151846	0.53	0.80	0.58	1.49	1.27	0.78	4.91	0.43	0.31	0.47	0.51	0.36
ENSSSAG00000080018	ENSSSAT00000151137,ENSSSAT00000151144	0.15	0.00	0.15	0.00	0.00	0.00	0.00	0.00	0.00	0.34	0.00	0.00
ENSSSAG00000080019	ENSSSAT00000151155,ENSSSAT00000151156,ENSSSAT00000161375,ENSSSAT00000198605	42.10	43.24	38.19	28.13	41.17	41.14	20.79	32.81	36.10	41.71	41.41	42.61
ENSSSAG00000080020	ENSSSAT00000151157	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000080021	ENSSSAT00000151161,ENSSSAT00000151164,ENSSSAT00000205391,ENSSSAT00000237071	13.78	17.42	14.79	15.24	23.77	22.23	9.12	20.70	21.95	18.62	20.53	16.56
ENSSSAG00000080022	ENSSSAT00000151160	8.66	12.34	7.35	1.70	12.49	7.46	0.51	2.12	2.35	1.41	9.41	2.43
ENSSSAG00000080023	ENSSSAT00000151194,ENSSSAT00000151197,ENSSSAT00000151203,ENSSSAT00000249589	2.14	1.47	2.54	1.19	0.55	2.75	3.42	0.92	2.13	4.26	1.38	3.18
ENSSSAG00000080025	ENSSSAT00000151165	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000080026	ENSSSAT00000151168	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000080027	ENSSSAT00000163949,ENSSSAT00000165938	18.74	18.26	17.05	15.88	22.85	19.37	13.82	24.50	22.40	21.71	18.50	22.95
ENSSSAG00000080028	ENSSSAT00000151456,ENSSSAT00000151477,ENSSSAT00000151480,ENSSSAT00000151493,ENSSSAT00000151496	29.73	24.41	28.06	4.91	11.78	24.07	0.85	0.97	1.30	0.92	59.63	0.75
ENSSSAG00000080029	ENSSSAT00000133425,ENSSSAT00000133431,ENSSSAT00000133439,ENSSSAT00000187059,ENSSSAT00000228803	23.52	31.82	24.24	14.02	39.83	19.04	11.77	15.29	22.60	14.87	24.67	17.30
ENSSSAG00000080031	ENSSSAT00000122353,ENSSSAT00000151964,ENSSSAT00000151992,ENSSSAT00000152004,ENSSSAT00000152026,ENSSSAT00000152028,ENSSSAT00000152061,ENSSSAT00000152063,ENSSSAT00000152070,ENSSSAT00000152080	15.93	10.95	14.55	6.15	13.43	11.28	3.58	6.45	7.76	10.32	14.69	12.37
ENSSSAG00000080038	ENSSSAT00000151188,ENSSSAT00000194353	0.62	0.37	3.80	2.87	0.27	4.86	0.46	0.28	2.79	3.53	0.57	2.97
ENSSSAG00000080039	ENSSSAT00000151193,ENSSSAT00000216038	3.92	3.88	3.39	7.10	5.13	3.33	12.64	1.75	1.72	2.85	7.32	6.00
ENSSSAG00000080040	ENSSSAT00000151189,ENSSSAT00000158508,ENSSSAT00000211678,ENSSSAT00000217276,ENSSSAT00000248977	8.87	4.16	13.45	13.57	6.63	16.78	1.96	25.94	31.32	39.11	5.85	33.48
ENSSSAG00000080041	ENSSSAT00000120934,ENSSSAT00000151217	5.08	7.02	7.97	5.28	6.37	5.18	4.80	6.92	6.24	6.02	5.14	6.81
ENSSSAG00000080044	ENSSSAT00000151200	0.21	0.07	1.20	0.41	0.36	1.65	0.26	0.63	0.00	0.37	0.40	0.00
ENSSSAG00000080046	ENSSSAT00000088252,ENSSSAT00000090216,ENSSSAT00000151288,ENSSSAT00000151309	29.04	56.07	38.04	16.04	68.96	31.16	1.23	37.08	29.19	36.09	50.24	35.83
ENSSSAG00000080047	ENSSSAT00000151202	0.05	0.00	0.06	0.39	0.10	0.46	0.63	0.63	0.05	0.10	0.00	0.07
ENSSSAG00000080049	ENSSSAT00000151207	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000080050	ENSSSAT00000151208	10.48	9.34	10.40	15.58	13.81	18.00	6.30	40.19	38.14	32.10	6.10	36.27
ENSSSAG00000080051	ENSSSAT00000151214,ENSSSAT00000151219,ENSSSAT00000151223	8.01	13.04	13.23	39.68	14.52	9.55	99.38	2.82	5.56	8.99	5.14	8.74
ENSSSAG00000080053	ENSSSAT00000151211	1.98	1.53	2.93	1.65	3.16	2.12	0.81	1.64	1.54	1.42	1.84	1.48
ENSSSAG00000080056	ENSSSAT00000151218	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000080058	ENSSSAT00000151220	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000080059	ENSSSAT00000151240	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000080063	ENSSSAT00000151235	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000080064	ENSSSAT00000151242,ENSSSAT00000151246	32.90	44.93	28.87	31.92	46.95	32.70	44.70	22.26	19.53	16.45	37.94	18.29
ENSSSAG00000080065	ENSSSAT00000151239,ENSSSAT00000151244	20.76	20.62	26.57	26.00	23.95	25.12	23.96	17.94	22.84	24.57	17.09	26.79
ENSSSAG00000080066	ENSSSAT00000151241,ENSSSAT00000156570,ENSSSAT00000210693,ENSSSAT00000215430,ENSSSAT00000216805	2.49	2.75	2.97	1.76	4.59	2.80	3.41	2.54	2.44	5.53	2.96	3.11
ENSSSAG00000080067	ENSSSAT00000151247	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000080069	ENSSSAT00000151251,ENSSSAT00000151254,ENSSSAT00000151257,ENSSSAT00000170359	12.86	7.74	15.60	16.52	5.48	28.00	1.50	69.26	62.03	46.86	7.10	70.41
ENSSSAG00000080070	ENSSSAT00000151444,ENSSSAT00000151464,ENSSSAT00000151486,ENSSSAT00000151491,ENSSSAT00000151500,ENSSSAT00000236997	8.39	7.13	11.01	8.23	7.73	10.73	5.37	11.61	9.73	8.78	7.15	11.19
ENSSSAG00000080074	ENSSSAT00000151261,ENSSSAT00000151264	2.83	0.63	12.14	9.52	0.13	9.18	0.06	16.52	19.15	20.45	1.14	21.80
ENSSSAG00000080075	ENSSSAT00000120616,ENSSSAT00000151332,ENSSSAT00000151606,ENSSSAT00000151615,ENSSSAT00000151635,ENSSSAT00000151649,ENSSSAT00000151660,ENSSSAT00000151664,ENSSSAT00000151668,ENSSSAT00000151672	25.44	21.22	24.16	15.36	24.77	18.29	13.00	14.90	13.97	15.39	33.36	17.75
ENSSSAG00000080076	ENSSSAT00000151277,ENSSSAT00000252079,ENSSSAT00000252539	17.29	10.43	53.15	43.42	10.77	60.73	5.34	87.45	79.18	83.66	11.76	95.42
ENSSSAG00000080077	ENSSSAT00000152602,ENSSSAT00000152611,ENSSSAT00000152619,ENSSSAT00000152657,ENSSSAT00000152697,ENSSSAT00000152703,ENSSSAT00000152712,ENSSSAT00000152720,ENSSSAT00000152725,ENSSSAT00000152730	21.05	27.23	31.63	42.16	30.93	16.04	60.97	18.44	14.27	15.64	32.97	21.70
ENSSSAG00000080078	ENSSSAT00000151435	1.03	2.16	1.16	0.39	1.27	0.79	0.42	0.36	0.29	1.01	1.22	1.40
ENSSSAG00000080079	ENSSSAT00000018881,ENSSSAT00000018904	221.64	190.94	215.91	128.98	224.38	212.91	121.64	172.33	186.03	198.02	192.98	175.52
ENSSSAG00000080081	ENSSSAT00000151324	0.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.55
ENSSSAG00000080082	ENSSSAT00000151346,ENSSSAT00000151374,ENSSSAT00000151377,ENSSSAT00000151380,ENSSSAT00000151384,ENSSSAT00000151390,ENSSSAT00000151392,ENSSSAT00000166172,ENSSSAT00000186870,ENSSSAT00000187749	8.48	6.72	7.62	6.74	6.37	8.32	5.66	8.24	8.02	8.35	12.37	10.67
ENSSSAG00000080083	ENSSSAT00000151315,ENSSSAT00000177185,ENSSSAT00000189224,ENSSSAT00000194022,ENSSSAT00000230421,ENSSSAT00000246789	0.04	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.13	0.21
ENSSSAG00000080085	ENSSSAT00000151338,ENSSSAT00000151343,ENSSSAT00000231674	7.50	6.15	7.46	4.67	5.39	10.23	0.76	9.07	7.69	12.66	6.52	9.64
ENSSSAG00000080086	ENSSSAT00000151330	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000080087	ENSSSAT00000151353,ENSSSAT00000151358,ENSSSAT00000151361,ENSSSAT00000231093	2.53	0.77	0.83	0.31	3.34	0.74	0.27	0.00	0.22	0.38	1.14	0.51
ENSSSAG00000080089	ENSSSAT00000003840,ENSSSAT00000152372,ENSSSAT00000152385,ENSSSAT00000152405,ENSSSAT00000152425,ENSSSAT00000152442,ENSSSAT00000152454,ENSSSAT00000152455,ENSSSAT00000152460,ENSSSAT00000152462	23.04	24.79	24.02	19.34	24.74	22.59	17.21	28.67	25.83	24.42	21.72	25.35
ENSSSAG00000080091	ENSSSAT00000151348	20.86	20.45	18.68	11.34	21.63	19.67	12.93	16.75	19.11	17.71	21.43	26.65
ENSSSAG00000080095	ENSSSAT00000152913,ENSSSAT00000152933,ENSSSAT00000152937,ENSSSAT00000152942,ENSSSAT00000152945,ENSSSAT00000152958,ENSSSAT00000152983,ENSSSAT00000152985,ENSSSAT00000153009,ENSSSAT00000153015	0.53	0.82	0.39	1.33	0.30	0.24	3.72	0.09	0.27	0.28	0.14	0.20
ENSSSAG00000080096	ENSSSAT00000151367,ENSSSAT00000151369	3.12	2.05	2.23	4.21	2.65	2.16	7.77	0.44	1.42	1.80	2.26	0.94
ENSSSAG00000080097	ENSSSAT00000089915,ENSSSAT00000089986,ENSSSAT00000090014,ENSSSAT00000090035,ENSSSAT00000151383,ENSSSAT00000151389	43.47	24.08	75.40	27.98	22.12	71.61	7.27	56.93	46.25	49.27	28.13	54.63
ENSSSAG00000080099	ENSSSAT00000151372,ENSSSAT00000172684,ENSSSAT00000217247,ENSSSAT00000239207	15.98	13.95	18.25	18.05	16.77	17.65	8.44	28.08	27.09	25.88	16.45	23.39
ENSSSAG00000080100	ENSSSAT00000151560,ENSSSAT00000151579,ENSSSAT00000151584,ENSSSAT00000151599,ENSSSAT00000151602,ENSSSAT00000151609	14.24	11.77	13.54	11.31	14.36	14.01	7.99	17.31	14.82	17.18	15.28	19.13
ENSSSAG00000080101	ENSSSAT00000151401,ENSSSAT00000151403,ENSSSAT00000151406,ENSSSAT00000214095	56.72	53.95	62.97	58.69	61.30	79.18	31.95	96.26	79.36	80.28	64.62	73.71
ENSSSAG00000080102	ENSSSAT00000151458,ENSSSAT00000151471,ENSSSAT00000151475,ENSSSAT00000198047,ENSSSAT00000220297	1.94	1.35	2.29	2.79	1.73	3.42	2.38	0.30	1.22	1.53	0.37	1.63
ENSSSAG00000080106	ENSSSAT00000151426,ENSSSAT00000151433,ENSSSAT00000151434	53.05	51.81	54.19	30.06	65.70	51.01	19.79	45.58	45.41	46.85	50.47	40.22
ENSSSAG00000080107	ENSSSAT00000151409	0.38	0.19	0.34	0.27	0.71	0.16	2.18	0.30	0.05	0.00	0.32	0.13
ENSSSAG00000080109	ENSSSAT00000151441,ENSSSAT00000151450,ENSSSAT00000151454	30.30	25.67	34.51	35.72	31.30	37.70	14.95	63.12	55.81	48.45	32.81	52.73
ENSSSAG00000080110	ENSSSAT00000151424,ENSSSAT00000151428	4.62	4.12	6.57	7.43	8.94	6.43	5.86	2.52	3.84	4.00	5.41	4.58
ENSSSAG00000080111	ENSSSAT00000151715,ENSSSAT00000151727,ENSSSAT00000151741,ENSSSAT00000151751,ENSSSAT00000151763,ENSSSAT00000151767,ENSSSAT00000151787,ENSSSAT00000151795,ENSSSAT00000151798,ENSSSAT00000151827	26.42	14.68	26.57	5.70	10.37	21.31	74.57	3.89	4.11	4.42	50.49	3.33
ENSSSAG00000080113	ENSSSAT00000151528,ENSSSAT00000151538,ENSSSAT00000151691,ENSSSAT00000151721,ENSSSAT00000151724,ENSSSAT00000151732,ENSSSAT00000151750,ENSSSAT00000151753,ENSSSAT00000151759,ENSSSAT00000151765	36.07	44.48	51.15	26.58	51.91	75.30	3.25	85.07	72.42	36.14	49.85	53.11
ENSSSAG00000080116	ENSSSAT00000088977,ENSSSAT00000151520,ENSSSAT00000151529,ENSSSAT00000151551,ENSSSAT00000151558,ENSSSAT00000214110,ENSSSAT00000229468	20.30	11.98	14.99	22.86	11.48	22.89	4.85	24.05	25.76	17.88	15.62	31.10
