gene_id	transcript_id(s)	AtlanticSalmon_RNA_HeadKidney_Immature_Female_R1	AtlanticSalmon_RNA_HeadKidney_Immature_Female_R2	AtlanticSalmon_RNA_HeadKidney_Immature_Female_R3	AtlanticSalmon_RNA_HeadKidney_Immature_Male_R1	AtlanticSalmon_RNA_HeadKidney_Immature_Male_R2	AtlanticSalmon_RNA_HeadKidney_Immature_Male_R3	AtlanticSalmon_RNA_HeadKidney_Mature_Female_R1	AtlanticSalmon_RNA_HeadKidney_Mature_Female_R2	AtlanticSalmon_RNA_HeadKidney_Mature_Female_R3	AtlanticSalmon_RNA_HeadKidney_Mature_Male_R1	AtlanticSalmon_RNA_HeadKidney_Mature_Male_R2	AtlanticSalmon_RNA_HeadKidney_Mature_Male_R3
ENSSSAG00000108037	ENSSSAT00000233060	0.00	0.00	0.00	0.02	0.00	0.00	0.02	0.00	0.00	0.02	0.00	0.00
ENSSSAG00000108038	ENSSSAT00000160021,ENSSSAT00000162548,ENSSSAT00000162837,ENSSSAT00000190949,ENSSSAT00000209344,ENSSSAT00000209393,ENSSSAT00000224975,ENSSSAT00000231222	10.50	12.03	6.63	5.53	11.73	7.84	8.30	10.99	8.35	13.26	5.81	9.07
ENSSSAG00000108039	ENSSSAT00000157498	0.15	0.05	0.04	0.04	0.41	0.28	0.07	0.14	0.22	0.16	0.14	0.00
ENSSSAG00000108040	ENSSSAT00000219083	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108041	ENSSSAT00000106972,ENSSSAT00000246575	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108042	ENSSSAT00000198610	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108043	ENSSSAT00000156945,ENSSSAT00000170049,ENSSSAT00000189498,ENSSSAT00000205801,ENSSSAT00000218261,ENSSSAT00000236429	4.12	4.16	1.52	0.86	3.41	2.28	2.24	1.55	3.47	3.00	1.34	2.77
ENSSSAG00000108044	ENSSSAT00000166467,ENSSSAT00000210837	3.44	2.68	3.00	3.52	3.57	4.28	3.43	3.14	2.18	4.55	3.43	3.52
ENSSSAG00000108045	ENSSSAT00000247514	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108046	ENSSSAT00000182465	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108047	ENSSSAT00000215137	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108048	ENSSSAT00000008413,ENSSSAT00000008420,ENSSSAT00000008430,ENSSSAT00000244830	7.45	7.26	3.80	3.18	3.97	4.48	5.06	4.68	7.05	6.01	3.74	4.59
ENSSSAG00000108049	ENSSSAT00000172147	7.27	13.49	5.84	9.08	13.32	7.85	9.46	11.19	18.69	14.34	4.91	13.24
ENSSSAG00000108050	ENSSSAT00000144403,ENSSSAT00000144411,ENSSSAT00000210803,ENSSSAT00000233449,ENSSSAT00000254043	15.80	11.70	8.85	6.38	14.15	9.54	10.91	11.15	14.14	16.78	6.32	15.88
ENSSSAG00000108051	ENSSSAT00000164228	0.33	0.99	0.20	0.03	0.68	0.06	0.32	0.32	0.07	0.74	0.07	0.29
ENSSSAG00000108052	ENSSSAT00000207934	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108053	ENSSSAT00000168911,ENSSSAT00000193882,ENSSSAT00000204907,ENSSSAT00000231420	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108054	ENSSSAT00000172511	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108055	ENSSSAT00000200048,ENSSSAT00000228094	0.00	0.29	0.54	0.00	0.67	0.84	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108056	ENSSSAT00000171286,ENSSSAT00000181400,ENSSSAT00000191406,ENSSSAT00000205839	0.14	0.05	0.09	0.14	0.54	0.27	0.71	0.23	0.52	0.26	0.38	0.34
ENSSSAG00000108057	ENSSSAT00000006941,ENSSSAT00000036172	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108058	ENSSSAT00000254308	4.41	2.42	3.69	0.90	2.57	2.65	2.15	1.39	4.70	0.91	3.19	2.02
ENSSSAG00000108059	ENSSSAT00000006438	0.02	0.00	0.02	0.00	0.02	0.02	0.11	0.12	0.14	0.00	0.02	0.10
ENSSSAG00000108060	ENSSSAT00000175385	0.04	0.00	0.00	0.01	0.42	0.00	0.00	0.00	0.00	0.03	0.00	0.01
ENSSSAG00000108061	ENSSSAT00000163614,ENSSSAT00000178044,ENSSSAT00000180180,ENSSSAT00000224651	0.01	0.00	0.00	0.00	0.02	0.01	0.01	0.00	0.02	0.00	0.00	0.00
ENSSSAG00000108062	ENSSSAT00000137103,ENSSSAT00000137107,ENSSSAT00000137128	4.00	7.50	2.48	7.76	8.09	5.36	6.04	8.20	7.54	5.88	2.08	6.78
ENSSSAG00000108063	ENSSSAT00000172965,ENSSSAT00000210773,ENSSSAT00000241046	0.00	0.00	0.00	0.00	0.00	0.09	0.07	0.09	0.00	0.05	0.09	0.00
ENSSSAG00000108064	ENSSSAT00000171418	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108065	ENSSSAT00000187146,ENSSSAT00000238077	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00
ENSSSAG00000108066	ENSSSAT00000217589	2.90	0.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108067	ENSSSAT00000066033,ENSSSAT00000194813	37.19	36.47	36.47	34.31	34.90	26.13	42.62	35.21	31.98	35.66	26.24	37.16
ENSSSAG00000108068	ENSSSAT00000226273,ENSSSAT00000241206	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108069	ENSSSAT00000166040,ENSSSAT00000231360	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108070	ENSSSAT00000195905,ENSSSAT00000199995,ENSSSAT00000202034,ENSSSAT00000236766	0.17	0.24	0.08	0.10	0.33	0.12	0.24	0.25	0.35	0.52	0.03	0.47
ENSSSAG00000108071	ENSSSAT00000181301,ENSSSAT00000199729,ENSSSAT00000204500,ENSSSAT00000205229,ENSSSAT00000209280,ENSSSAT00000243822	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108072	ENSSSAT00000186873,ENSSSAT00000229464,ENSSSAT00000242176,ENSSSAT00000252112	0.00	0.01	0.01	0.00	0.06	0.00	0.02	0.00	0.08	0.03	0.00	0.03
ENSSSAG00000108073	ENSSSAT00000182843,ENSSSAT00000217082	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108074	ENSSSAT00000181645	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108075	ENSSSAT00000171963	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108076	ENSSSAT00000185400,ENSSSAT00000189019,ENSSSAT00000224117	0.00	0.00	0.00	0.16	0.12	0.00	0.00	0.00	0.74	0.00	0.00	0.00
ENSSSAG00000108077	ENSSSAT00000018619,ENSSSAT00000018624,ENSSSAT00000021403,ENSSSAT00000021450,ENSSSAT00000190164	4.64	5.26	3.26	2.13	3.67	3.28	3.24	2.99	5.60	3.23	2.13	3.48
ENSSSAG00000108078	ENSSSAT00000187986,ENSSSAT00000209611	0.22	0.05	0.07	0.09	0.00	0.00	0.11	0.05	0.03	0.08	0.00	0.02
ENSSSAG00000108079	ENSSSAT00000199566,ENSSSAT00000204277,ENSSSAT00000211779	0.00	0.54	0.11	0.00	0.13	0.00	0.00	0.16	0.14	0.28	0.09	0.00
ENSSSAG00000108080	ENSSSAT00000132771,ENSSSAT00000253727	1.27	0.68	0.68	0.42	0.96	0.64	1.04	0.68	0.97	1.20	0.39	0.65
ENSSSAG00000108081	ENSSSAT00000184354	0.02	0.01	0.01	0.01	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00
ENSSSAG00000108082	ENSSSAT00000241091	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108083	ENSSSAT00000200863,ENSSSAT00000242211,ENSSSAT00000249659	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108084	ENSSSAT00000189397,ENSSSAT00000213234,ENSSSAT00000221854	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108085	ENSSSAT00000158691,ENSSSAT00000182567,ENSSSAT00000197720,ENSSSAT00000243215	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108086	ENSSSAT00000074743,ENSSSAT00000175997	7.24	13.29	8.49	1.34	11.70	4.06	19.40	8.81	18.61	29.43	7.05	13.52
ENSSSAG00000108087	ENSSSAT00000169126	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108088	ENSSSAT00000166101,ENSSSAT00000181159	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108089	ENSSSAT00000148662	0.00	0.00	0.00	0.00	0.00	0.00	3.50	0.00	0.00	0.72	0.00	0.00
ENSSSAG00000108090	ENSSSAT00000194278	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108091	ENSSSAT00000187301	0.89	1.24	0.53	0.24	0.00	0.17	0.38	0.13	0.32	0.56	0.14	0.20
ENSSSAG00000108092	ENSSSAT00000202962	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.03	0.00	0.00	0.00
ENSSSAG00000108093	ENSSSAT00000173512	0.37	0.00	0.00	0.00	0.00	0.37	0.31	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108094	ENSSSAT00000164686,ENSSSAT00000168663,ENSSSAT00000177618,ENSSSAT00000183060	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.12
ENSSSAG00000108095	ENSSSAT00000209007,ENSSSAT00000231319	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108096	ENSSSAT00000175141	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108097	ENSSSAT00000171062,ENSSSAT00000204876	0.00	0.00	0.00	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.00	0.16
ENSSSAG00000108098	ENSSSAT00000195202,ENSSSAT00000202743	0.05	0.00	0.00	0.05	0.03	0.00	0.05	0.00	0.05	0.00	0.02	0.05
ENSSSAG00000108099	ENSSSAT00000160751,ENSSSAT00000207774	1.05	0.74	0.34	0.75	0.74	0.56	0.49	0.27	0.77	0.32	0.44	1.24
ENSSSAG00000108100	ENSSSAT00000138043,ENSSSAT00000191727,ENSSSAT00000214695	0.04	0.06	0.08	0.01	0.05	0.02	0.12	0.09	0.12	0.15	0.05	0.15
ENSSSAG00000108101	ENSSSAT00000186968,ENSSSAT00000194342	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108102	ENSSSAT00000178230	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108103	ENSSSAT00000215453,ENSSSAT00000250107	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108104	ENSSSAT00000214949	0.00	0.26	0.08	0.04	0.05	0.09	0.41	0.06	0.21	0.23	0.00	0.86
ENSSSAG00000108105	ENSSSAT00000198080	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.13	0.00	0.00	0.00	0.00
ENSSSAG00000108106	ENSSSAT00000238955	0.08	0.14	0.00	0.00	0.03	0.00	0.02	0.00	0.12	0.00	0.00	0.18
ENSSSAG00000108107	ENSSSAT00000186316	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108108	ENSSSAT00000201636,ENSSSAT00000224673	3.31	4.87	1.28	1.83	2.78	2.38	3.68	2.62	3.55	2.59	1.96	2.16
ENSSSAG00000108109	ENSSSAT00000186017	0.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.19	0.00	0.00
ENSSSAG00000108110	ENSSSAT00000046287,ENSSSAT00000179082,ENSSSAT00000181367,ENSSSAT00000209422,ENSSSAT00000224313,ENSSSAT00000232484	0.50	1.02	0.03	0.58	0.93	0.57	2.24	0.51	1.81	0.53	1.07	1.06
ENSSSAG00000108111	ENSSSAT00000238200	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108112	ENSSSAT00000236759	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108113	ENSSSAT00000254206	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108114	ENSSSAT00000190264,ENSSSAT00000239271	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108115	ENSSSAT00000159024,ENSSSAT00000166546,ENSSSAT00000172067,ENSSSAT00000198181,ENSSSAT00000211787,ENSSSAT00000217726,ENSSSAT00000230855,ENSSSAT00000241619,ENSSSAT00000245205,ENSSSAT00000246128	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.02	0.00	0.00	0.00
ENSSSAG00000108116	ENSSSAT00000235264	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108117	ENSSSAT00000235883	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00
ENSSSAG00000108118	ENSSSAT00000184810	0.08	0.29	0.11	0.18	0.14	0.06	0.18	0.24	0.26	0.15	0.07	0.25
ENSSSAG00000108119	ENSSSAT00000160975,ENSSSAT00000168393,ENSSSAT00000208600,ENSSSAT00000225574,ENSSSAT00000239655	0.54	0.67	0.23	0.22	1.57	0.36	0.28	0.78	0.79	0.67	0.19	0.75
ENSSSAG00000108120	ENSSSAT00000240263	0.00	0.00	0.00	0.00	0.11	0.00	0.08	0.10	0.00	0.06	0.00	0.00
ENSSSAG00000108121	ENSSSAT00000164955	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.02	0.00
ENSSSAG00000108122	ENSSSAT00000238416	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108123	ENSSSAT00000184581	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108124	ENSSSAT00000252896	0.00	0.00	0.00	0.00	0.00	0.00	27.36	7.24	16.91	26.81	28.64	14.42
ENSSSAG00000108125	ENSSSAT00000203819	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108126	ENSSSAT00000177161	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108127	ENSSSAT00000108678	0.00	0.00	0.00	0.00	0.33	0.00	0.12	0.00	0.17	0.00	0.00	0.00
ENSSSAG00000108128	ENSSSAT00000190691,ENSSSAT00000215851,ENSSSAT00000253635	2.74	3.82	2.63	1.99	2.45	1.18	1.93	3.27	3.38	2.44	1.40	2.58
ENSSSAG00000108129	ENSSSAT00000159770	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108130	ENSSSAT00000058885,ENSSSAT00000193820,ENSSSAT00000235560,ENSSSAT00000237860,ENSSSAT00000243124	0.03	0.00	0.04	0.00	0.01	0.07	0.02	0.00	0.02	0.00	0.01	0.00
ENSSSAG00000108131	ENSSSAT00000167323,ENSSSAT00000207525,ENSSSAT00000230642,ENSSSAT00000235313	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108132	ENSSSAT00000214022	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00
ENSSSAG00000108133	ENSSSAT00000172481	0.48	2.35	1.16	0.45	1.96	0.82	1.33	0.89	1.02	0.57	1.05	1.27
ENSSSAG00000108134	ENSSSAT00000245753	0.00	0.56	0.79	0.00	0.00	0.27	0.00	0.00	0.34	0.70	0.00	0.64
ENSSSAG00000108135	ENSSSAT00000223836	0.00	0.00	0.00	0.00	0.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108136	ENSSSAT00000160472	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.33
ENSSSAG00000108137	ENSSSAT00000176473	0.20	0.21	0.21	0.35	0.14	1.47	0.32	0.03	0.02	0.08	0.26	0.17
ENSSSAG00000108138	ENSSSAT00000165932,ENSSSAT00000177064,ENSSSAT00000194607,ENSSSAT00000204797,ENSSSAT00000223975,ENSSSAT00000241547,ENSSSAT00000244289	3.37	3.80	0.92	0.48	4.53	2.84	3.28	2.24	2.58	2.25	3.23	3.66
ENSSSAG00000108139	ENSSSAT00000227728	4.66	4.58	2.84	3.00	5.50	6.87	3.54	5.45	4.40	3.61	2.87	10.39
ENSSSAG00000108140	ENSSSAT00000229007	0.00	0.06	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108141	ENSSSAT00000002557,ENSSSAT00000243845	0.00	0.19	0.16	0.57	0.00	0.33	0.08	0.00	0.50	1.03	0.49	0.00
ENSSSAG00000108142	ENSSSAT00000226152	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108143	ENSSSAT00000188187,ENSSSAT00000211999	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108144	ENSSSAT00000224201	0.06	0.10	0.03	0.07	0.00	0.02	0.08	0.02	0.00	0.00	0.03	0.00
ENSSSAG00000108145	ENSSSAT00000168981,ENSSSAT00000216830,ENSSSAT00000226045	18.39	20.67	15.72	20.43	23.83	14.95	17.45	18.56	29.03	24.12	11.53	26.73
ENSSSAG00000108146	ENSSSAT00000186235,ENSSSAT00000219090	5.81	7.54	4.67	6.18	4.62	5.37	5.68	5.28	9.26	7.25	5.39	6.08
ENSSSAG00000108147	ENSSSAT00000236417,ENSSSAT00000238707	0.00	0.00	0.00	0.20	0.00	0.00	0.00	0.00	0.07	0.00	0.14	0.07
ENSSSAG00000108148	ENSSSAT00000242467	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108149	ENSSSAT00000200658,ENSSSAT00000229180	0.02	0.02	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108150	ENSSSAT00000162140	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108151	ENSSSAT00000221591	0.26	0.24	0.40	0.16	0.09	0.37	0.34	0.37	0.29	0.51	0.20	0.26
ENSSSAG00000108152	ENSSSAT00000226992	2.05	2.37	1.31	1.46	3.50	2.49	2.22	2.47	3.57	2.49	1.38	3.20
ENSSSAG00000108153	ENSSSAT00000185390	0.09	0.61	0.23	0.65	0.37	0.50	0.07	0.34	0.10	0.48	0.38	0.78
ENSSSAG00000108154	ENSSSAT00000186525	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108155	ENSSSAT00000184004	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108156	ENSSSAT00000226237	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108157	ENSSSAT00000161332	0.03	0.03	0.00	0.00	0.01	0.05	0.03	0.01	0.11	0.04	0.01	0.02
ENSSSAG00000108158	ENSSSAT00000188372	3.72	0.00	0.04	0.04	0.16	0.00	0.04	0.00	0.00	0.27	2.20	0.00
ENSSSAG00000108159	ENSSSAT00000159185,ENSSSAT00000172887,ENSSSAT00000186799,ENSSSAT00000209608,ENSSSAT00000218417,ENSSSAT00000221781,ENSSSAT00000228753,ENSSSAT00000240614,ENSSSAT00000245451,ENSSSAT00000247851	3.18	1.17	3.13	2.59	5.90	4.16	6.60	6.15	2.88	6.42	2.24	6.69
ENSSSAG00000108160	ENSSSAT00000022181	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108161	ENSSSAT00000084403,ENSSSAT00000084473,ENSSSAT00000085274,ENSSSAT00000198091,ENSSSAT00000222069,ENSSSAT00000222746,ENSSSAT00000224876	11.72	9.62	8.43	6.88	8.67	5.98	7.06	8.12	10.77	10.10	5.44	9.14
ENSSSAG00000108162	ENSSSAT00000170889,ENSSSAT00000178968,ENSSSAT00000224917	4.50	4.46	3.02	2.96	3.29	2.80	3.42	4.23	2.84	3.37	2.44	3.84
ENSSSAG00000108163	ENSSSAT00000244367	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108164	ENSSSAT00000200590	4.64	5.34	4.16	3.44	5.20	3.35	4.00	3.89	5.85	5.30	3.11	4.83
ENSSSAG00000108165	ENSSSAT00000219940	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108166	ENSSSAT00000238994	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.02	0.00	0.00	0.00
ENSSSAG00000108167	ENSSSAT00000204808,ENSSSAT00000209176,ENSSSAT00000240562	27.26	21.87	33.68	22.33	21.13	17.64	18.28	19.77	23.40	24.88	19.65	23.16
ENSSSAG00000108168	ENSSSAT00000053947,ENSSSAT00000226871,ENSSSAT00000227930,ENSSSAT00000245161	8.34	8.71	4.50	4.18	10.31	8.52	16.50	14.48	12.42	15.08	7.63	14.87
ENSSSAG00000108169	ENSSSAT00000191382	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108170	ENSSSAT00000168255	0.25	0.16	0.29	0.23	0.31	0.12	0.15	0.12	0.05	0.31	0.19	0.25
ENSSSAG00000108171	ENSSSAT00000180444	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108172	ENSSSAT00000216396	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108173	ENSSSAT00000159521,ENSSSAT00000167496,ENSSSAT00000212861,ENSSSAT00000222389,ENSSSAT00000234434	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108174	ENSSSAT00000171281	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108175	ENSSSAT00000176895,ENSSSAT00000221560,ENSSSAT00000236454	423.66	479.67	281.53	249.21	362.24	307.69	310.26	303.46	362.06	362.86	272.07	328.68
ENSSSAG00000108176	ENSSSAT00000178525	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108177	ENSSSAT00000156771	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108178	ENSSSAT00000174588	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108179	ENSSSAT00000159332,ENSSSAT00000178695,ENSSSAT00000198601,ENSSSAT00000221174,ENSSSAT00000244405	8.35	10.21	6.22	6.30	9.43	7.31	7.24	7.48	10.45	10.19	5.31	9.55
ENSSSAG00000108180	ENSSSAT00000236736	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108181	ENSSSAT00000212074	0.96	1.34	1.37	1.21	1.20	1.27	1.15	1.11	1.14	0.84	1.10	1.20
ENSSSAG00000108182	ENSSSAT00000160601	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108183	ENSSSAT00000233733,ENSSSAT00000237738	25.23	20.33	22.22	15.21	22.59	12.98	13.25	15.98	19.28	24.41	13.37	22.17
ENSSSAG00000108184	ENSSSAT00000180442	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108185	ENSSSAT00000174218	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108186	ENSSSAT00000167637,ENSSSAT00000223107	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108187	ENSSSAT00000068701,ENSSSAT00000069196,ENSSSAT00000069456,ENSSSAT00000069631,ENSSSAT00000187424,ENSSSAT00000194268,ENSSSAT00000222279,ENSSSAT00000238262,ENSSSAT00000248149,ENSSSAT00000250354	2.59	3.28	2.37	2.49	2.84	2.31	4.08	3.13	3.33	3.56	2.00	3.42
ENSSSAG00000108188	ENSSSAT00000179931,ENSSSAT00000185014,ENSSSAT00000204877,ENSSSAT00000218258	0.11	0.18	0.22	0.20	0.23	0.29	0.25	0.14	0.38	0.33	0.03	0.46
ENSSSAG00000108189	ENSSSAT00000178951,ENSSSAT00000232312	0.70	1.46	0.07	0.32	0.24	0.70	1.57	0.64	1.34	2.03	1.00	0.99
ENSSSAG00000108190	ENSSSAT00000160295	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108191	ENSSSAT00000168277,ENSSSAT00000248936	51.27	53.83	33.42	22.76	53.87	30.35	29.03	31.94	44.60	41.06	16.50	41.16
ENSSSAG00000108192	ENSSSAT00000170694	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108193	ENSSSAT00000179263	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108194	ENSSSAT00000254515	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSSSAG00000108195	ENSSSAT00000171269,ENSSSAT00000173515	2.48	2.34	2.07	1.23	1.92	1.02	1.21	0.96	0.96	1.67	1.34	1.19
ENSSSAG00000108196	ENSSSAT00000071431	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
