gene_id	transcript_id(s)	RainbowTrout_RNA_Gonad_Immature_Female_R1	RainbowTrout_RNA_Gonad_Immature_Female_R2	RainbowTrout_RNA_Gonad_Immature_Female_R3	RainbowTrout_RNA_Gonad_Immature_Male_R1	RainbowTrout_RNA_Gonad_Immature_Male_R2	RainbowTrout_RNA_Gonad_Immature_Male_R3	RainbowTrout_RNA_Gonad_Immature_Male_R4	RainbowTrout_RNA_Gonad_Immature_Male_R5	RainbowTrout_RNA_Gonad_Immature_Male_R6	RainbowTrout_RNA_Gonad_Mature_Female_R1	RainbowTrout_RNA_Gonad_Mature_Female_R2	RainbowTrout_RNA_Gonad_Mature_Female_R3	RainbowTrout_RNA_Gonad_Mature_Male_R1	RainbowTrout_RNA_Gonad_Mature_Male_R2	RainbowTrout_RNA_Gonad_Mature_Male_R3	RainbowTrout_RNA_Gonad_Mature_Male_R4	RainbowTrout_RNA_Gonad_Mature_Male_R5	RainbowTrout_RNA_Gonad_Mature_Male_R6
ENSOMYG00000055539	ENSOMYT00000155578	0.02	0.00	0.11	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.02	0.03	0.00	0.00	0.03	0.00	0.11
ENSOMYG00000055540	ENSOMYT00000141648	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055541	ENSOMYT00000116424	29.64	25.35	15.63	53.38	43.05	48.88	37.24	27.09	30.62	28.49	31.03	22.73	20.88	17.52	22.91	29.77	11.31	17.74
ENSOMYG00000055542	ENSOMYT00000117138	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055543	ENSOMYT00000117241,ENSOMYT00000160801,ENSOMYT00000166381	0.13	0.28	0.00	1.71	1.18	1.87	1.89	1.48	0.89	0.29	0.27	1.05	0.29	0.18	0.12	0.64	0.35	0.30
ENSOMYG00000055544	ENSOMYT00000154677	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.11	0.00	0.00	0.18
ENSOMYG00000055545	ENSOMYT00000160189	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055546	ENSOMYT00000141941	0.00	0.00	0.01	0.02	0.02	0.00	0.01	0.02	0.02	0.01	0.01	0.03	0.02	0.02	0.04	0.04	0.03	0.05
ENSOMYG00000055547	ENSOMYT00000158433	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.28	0.00	0.00
ENSOMYG00000055548	ENSOMYT00000125139,ENSOMYT00000127628	0.00	0.00	0.00	0.16	0.42	0.16	0.12	0.05	0.00	0.00	0.00	0.00	0.40	0.93	0.33	0.06	0.08	0.05
ENSOMYG00000055549	ENSOMYT00000118725	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055550	ENSOMYT00000150850	0.00	0.00	0.00	0.17	0.67	0.23	0.00	0.00	0.15	0.00	0.00	0.00	0.84	0.26	0.17	0.23	0.15	0.14
ENSOMYG00000055551	ENSOMYT00000151766	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055552	ENSOMYT00000144212	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055553	ENSOMYT00000160007	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055554	ENSOMYT00000108764	19.76	18.17	21.05	3.74	6.59	6.22	6.01	2.80	5.86	8.18	9.01	5.83	2.60	7.97	3.16	1.52	5.89	6.50
ENSOMYG00000055555	ENSOMYT00000117674,ENSOMYT00000130705	0.08	0.00	0.00	0.08	0.00	0.00	0.00	0.04	0.06	0.00	0.02	0.00	0.00	0.00	0.03	0.00	0.00	0.00
ENSOMYG00000055556	ENSOMYT00000135441	1.11	1.04	1.64	1.51	1.61	2.28	8.97	1.45	0.92	2.49	1.44	2.17	0.69	0.78	0.36	0.28	0.12	0.21
ENSOMYG00000055557	ENSOMYT00000159631	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055558	ENSOMYT00000133808	0.48	0.20	0.42	0.43	1.37	1.73	0.97	1.00	0.38	0.00	0.00	0.00	0.11	0.43	0.00	0.68	0.14	0.21
ENSOMYG00000055559	ENSOMYT00000125594	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055560	ENSOMYT00000009668	0.00	0.04	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.05
ENSOMYG00000055561	ENSOMYT00000124900	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055562	ENSOMYT00000124960	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.39	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055563	ENSOMYT00000149770	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055564	ENSOMYT00000140327	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.18	0.00	0.00	0.00
ENSOMYG00000055565	ENSOMYT00000147836	0.00	0.00	0.00	0.20	0.00	0.19	0.00	0.00	0.00	0.00	0.00	0.00	0.20	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055566	ENSOMYT00000150575	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055567	ENSOMYT00000124010	0.00	0.00	0.00	0.88	1.76	4.21	0.36	1.65	1.30	0.00	0.00	0.00	1.00	0.34	0.45	2.41	0.50	0.47
ENSOMYG00000055568	ENSOMYT00000159507	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055569	ENSOMYT00000146430	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055570	ENSOMYT00000167817	3.71	2.35	1.00	4.63	9.44	11.86	4.54	5.97	8.83	2.22	0.82	9.23	3.47	7.91	2.05	3.35	5.21	7.17
ENSOMYG00000055571	ENSOMYT00000123736	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03
ENSOMYG00000055572	ENSOMYT00000153952	0.87	3.91	2.23	3.70	2.37	2.66	3.09	3.81	1.92	0.69	0.33	1.25	2.47	4.05	3.19	1.60	1.59	3.86
ENSOMYG00000055573	ENSOMYT00000164245	0.13	0.25	0.28	0.85	1.18	1.13	1.36	1.23	1.80	0.60	1.01	0.89	1.89	1.65	2.35	3.20	2.04	2.85
ENSOMYG00000055574	ENSOMYT00000158497	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055575	ENSOMYT00000132507	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055576	ENSOMYT00000119915	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055577	ENSOMYT00000131352	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055578	ENSOMYT00000154915	0.07	0.07	0.00	2.58	1.11	2.37	1.97	1.37	0.49	0.71	0.22	0.94	0.34	0.35	0.14	0.62	0.19	0.23
ENSOMYG00000055579	ENSOMYT00000153720	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.03	0.08	0.00
ENSOMYG00000055580	ENSOMYT00000138198	0.00	0.03	0.00	0.00	0.00	0.00	0.05	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.11	0.00
ENSOMYG00000055581	ENSOMYT00000056377,ENSOMYT00000122845,ENSOMYT00000132817,ENSOMYT00000139471	28.41	24.72	41.21	36.77	33.06	25.76	16.05	46.13	40.96	35.72	40.82	41.50	21.09	35.07	44.95	35.98	28.98	22.80
ENSOMYG00000055582	ENSOMYT00000128597	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055583	ENSOMYT00000123931,ENSOMYT00000141818	6.30	5.95	6.10	5.65	6.62	6.44	1.06	2.21	1.49	0.37	0.29	0.52	9.73	6.49	15.03	10.38	14.42	18.22
ENSOMYG00000055584	ENSOMYT00000122176,ENSOMYT00000156556	0.74	0.52	0.34	0.28	0.35	0.00	0.06	0.10	0.00	0.36	0.00	0.00	0.00	0.41	0.24	0.26	0.05	0.58
ENSOMYG00000055585	ENSOMYT00000137976	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055586	ENSOMYT00000158069	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055587	ENSOMYT00000130455	0.00	0.00	0.21	0.31	6.04	4.80	9.65	2.45	3.71	0.27	7.62	31.62	6.53	5.43	4.54	6.38	2.97	2.74
ENSOMYG00000055588	ENSOMYT00000167175	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055589	ENSOMYT00000138575	0.00	0.11	0.00	0.00	0.00	0.22	0.12	0.00	0.00	0.00	0.00	0.00	0.28	0.00	0.00	0.00	0.00	0.10
ENSOMYG00000055590	ENSOMYT00000153704	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055591	ENSOMYT00000147102	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055592	ENSOMYT00000153844	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055593	ENSOMYT00000143937	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055594	ENSOMYT00000161688	0.00	0.00	0.00	0.11	0.22	0.10	0.00	0.00	0.00	0.22	0.00	0.00	0.87	0.00	0.00	0.00	0.10	0.19
ENSOMYG00000055595	ENSOMYT00000121948	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055596	ENSOMYT00000121511	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055597	ENSOMYT00000152619,ENSOMYT00000155879,ENSOMYT00000165883,ENSOMYT00000167135	4.06	5.97	3.17	7.11	6.41	5.92	11.98	4.38	3.17	9.82	6.11	8.96	1.71	3.04	1.17	1.80	1.26	0.68
ENSOMYG00000055598	ENSOMYT00000089881	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055599	ENSOMYT00000134920	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055600	ENSOMYT00000160908	0.00	0.00	0.00	0.00	0.00	0.11	0.12	0.00	0.00	0.24	0.00	0.00	0.00	0.12	0.00	0.31	0.00	0.10
ENSOMYG00000055601	ENSOMYT00000134306	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055602	ENSOMYT00000127375	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055603	ENSOMYT00000150766	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055604	ENSOMYT00000147645	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055605	ENSOMYT00000117147	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055606	ENSOMYT00000116611	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055607	ENSOMYT00000007208	0.19	0.26	0.25	2.91	2.22	2.36	3.80	1.99	0.96	0.65	0.20	0.62	0.99	0.82	0.62	1.42	1.90	0.56
ENSOMYG00000055608	ENSOMYT00000134697	0.04	0.15	0.33	1.39	0.98	1.38	2.26	0.73	0.52	0.42	0.00	0.24	0.04	0.11	0.15	0.20	0.10	0.22
ENSOMYG00000055609	ENSOMYT00000118244	0.05	0.02	0.05	0.00	0.14	0.00	0.09	0.10	0.13	0.00	0.12	0.00	0.05	0.00	0.11	0.56	0.00	0.04
ENSOMYG00000055610	ENSOMYT00000137750	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.10	0.00
ENSOMYG00000055611	ENSOMYT00000166814	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055612	ENSOMYT00000127150	0.22	0.14	0.06	1.07	2.37	1.10	0.89	2.18	2.80	0.12	0.16	0.49	3.16	2.27	1.83	1.44	1.44	1.76
ENSOMYG00000055613	ENSOMYT00000120972,ENSOMYT00000151355	12.08	9.62	11.31	1.06	2.79	2.75	3.98	6.21	1.89	5.64	4.69	3.07	5.22	2.41	3.31	2.35	7.91	4.41
ENSOMYG00000055614	ENSOMYT00000165775	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055615	ENSOMYT00000156982	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055616	ENSOMYT00000140082	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055617	ENSOMYT00000152416	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055618	ENSOMYT00000163681	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055619	ENSOMYT00000151842	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055620	ENSOMYT00000122576	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055621	ENSOMYT00000150299	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055622	ENSOMYT00000166374	8.39	3.86	0.05	9.27	8.66	6.89	11.68	9.35	6.15	3.38	3.94	3.61	2.24	0.00	3.09	8.35	0.00	3.95
ENSOMYG00000055623	ENSOMYT00000150271,ENSOMYT00000161227	10.08	13.99	12.52	4.29	5.52	5.08	3.74	5.00	6.25	9.44	9.68	13.22	9.73	10.80	11.13	10.56	14.64	8.79
ENSOMYG00000055624	ENSOMYT00000121981,ENSOMYT00000131570,ENSOMYT00000137095,ENSOMYT00000137412,ENSOMYT00000153509,ENSOMYT00000160253,ENSOMYT00000161323,ENSOMYT00000164592,ENSOMYT00000164935,ENSOMYT00000166481	22.96	26.76	17.03	16.53	19.53	16.76	56.20	24.33	25.80	24.69	19.27	9.30	10.52	11.64	5.90	27.22	10.82	31.41
ENSOMYG00000055625	ENSOMYT00000117876,ENSOMYT00000119213,ENSOMYT00000144613,ENSOMYT00000155641	1.94	7.15	6.80	4.05	4.27	3.12	7.98	1.50	1.59	3.06	4.15	3.97	0.35	0.51	0.86	1.02	0.37	0.48
ENSOMYG00000055626	ENSOMYT00000142420	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055627	ENSOMYT00000150830	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055628	ENSOMYT00000153063	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055629	ENSOMYT00000032907	20.16	13.70	8.97	0.00	0.00	0.00	0.00	0.00	0.00	1.28	3.78	5.80	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055630	ENSOMYT00000166332	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055631	ENSOMYT00000120395	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.10	0.00
ENSOMYG00000055632	ENSOMYT00000092927	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055633	ENSOMYT00000126500	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055634	ENSOMYT00000125542	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055635	ENSOMYT00000129996	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055636	ENSOMYT00000117513,ENSOMYT00000122186,ENSOMYT00000126658,ENSOMYT00000137777,ENSOMYT00000142545	9.31	10.98	15.72	6.78	10.62	6.61	13.92	14.73	20.39	7.21	11.03	14.07	11.39	14.16	12.91	19.90	16.63	18.36
ENSOMYG00000055637	ENSOMYT00000167863	1.36	0.79	1.02	0.72	0.63	0.23	0.25	0.18	0.12	0.04	0.05	0.11	0.41	0.61	0.64	0.36	0.74	0.17
ENSOMYG00000055638	ENSOMYT00000164615	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055639	ENSOMYT00000134898	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055640	ENSOMYT00000151324	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055641	ENSOMYT00000161980	0.00	0.07	0.04	0.11	0.00	0.04	0.06	0.09	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.17	0.18
ENSOMYG00000055642	ENSOMYT00000147120	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055643	ENSOMYT00000143223,ENSOMYT00000150152	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055644	ENSOMYT00000120590	0.06	0.00	0.00	0.00	0.02	0.00	0.06	0.04	0.00	0.00	0.00	0.02	0.04	0.00	0.00	0.02	0.03	0.00
ENSOMYG00000055645	ENSOMYT00000121175	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055646	ENSOMYT00000165156	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055647	ENSOMYT00000127027,ENSOMYT00000134728,ENSOMYT00000136312,ENSOMYT00000137261,ENSOMYT00000144402,ENSOMYT00000145388,ENSOMYT00000149148,ENSOMYT00000149217,ENSOMYT00000149614,ENSOMYT00000166758	6.51	14.82	5.64	5.85	7.81	7.90	2.71	4.12	2.78	1.61	0.55	1.47	3.60	4.19	3.37	4.06	3.49	4.50
ENSOMYG00000055648	ENSOMYT00000161268	0.00	0.00	0.00	0.34	0.00	0.32	0.00	0.00	0.00	0.12	0.00	0.09	0.00	0.00	0.00	0.36	0.00	0.00
ENSOMYG00000055649	ENSOMYT00000123060	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055650	ENSOMYT00000129358	0.19	0.32	0.31	0.17	0.18	0.16	0.21	0.13	0.07	0.48	0.35	0.64	0.10	0.05	0.18	0.07	0.00	0.02
ENSOMYG00000055651	ENSOMYT00000157646	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055652	ENSOMYT00000142233	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055653	ENSOMYT00000139325	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055654	ENSOMYT00000148878	0.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.08
ENSOMYG00000055655	ENSOMYT00000121384	0.00	0.00	0.00	0.26	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055656	ENSOMYT00000145437	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055657	ENSOMYT00000118109,ENSOMYT00000124146,ENSOMYT00000133640,ENSOMYT00000146442,ENSOMYT00000151768,ENSOMYT00000154249,ENSOMYT00000162615,ENSOMYT00000165137	0.06	0.22	0.36	0.81	0.68	1.13	0.45	0.42	0.40	0.43	0.08	0.21	0.35	0.26	0.25	0.17	0.12	0.02
ENSOMYG00000055658	ENSOMYT00000118854	0.00	0.00	0.00	0.00	0.11	0.11	0.12	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.12	0.00	0.36	0.00
ENSOMYG00000055659	ENSOMYT00000129817	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055660	ENSOMYT00000146371	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055661	ENSOMYT00000142359	0.04	0.04	0.00	0.28	0.04	0.37	0.33	0.03	0.04	0.00	0.03	0.10	0.32	0.73	0.28	0.00	0.48	0.22
ENSOMYG00000055662	ENSOMYT00000167842	0.00	0.00	0.04	0.00	0.00	0.12	0.13	0.09	0.00	0.00	0.00	0.00	0.04	0.00	0.08	0.00	0.04	0.00
ENSOMYG00000055663	ENSOMYT00000130847	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055664	ENSOMYT00000128102,ENSOMYT00000148177,ENSOMYT00000153667	4.38	2.98	2.40	24.12	28.71	29.34	58.73	22.16	24.68	5.36	3.51	8.84	4.64	8.62	7.33	10.47	2.16	6.04
ENSOMYG00000055665	ENSOMYT00000155874	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055666	ENSOMYT00000153195	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000055667	ENSOMYT00000129224	2.87	8.25	8.45	15.99	3.27	7.56	3.97	0.00	19.79	2.52	7.34	7.52	0.00	0.00	0.00	0.00	2.42	0.00
ENSOMYG00000055668	ENSOMYT00000117671	0.24	0.07	0.10	0.16	0.17	0.28	0.42	0.05	0.00	0.00	0.12	0.28	0.05	0.03	0.00	0.03	0.05	0.02
ENSOMYG00000055669	ENSOMYT00000135226	0.07	0.07	0.00	0.00	0.23	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.12	0.12
ENSOMYG00000055670	ENSOMYT00000116326,ENSOMYT00000116383,ENSOMYT00000121013,ENSOMYT00000125127,ENSOMYT00000133287,ENSOMYT00000141333,ENSOMYT00000158602,ENSOMYT00000159512,ENSOMYT00000162601,ENSOMYT00000166473	1.25	0.76	0.82	4.05	3.63	2.04	2.77	2.11	1.48	0.33	0.18	0.36	3.64	3.66	4.60	3.87	3.62	5.00
ENSOMYG00000055671	ENSOMYT00000167410	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
