gene_id	transcript_id(s)	RainbowTrout_RNA_Brain_Immature_Female_R1	RainbowTrout_RNA_Brain_Immature_Female_R2	RainbowTrout_RNA_Brain_Immature_Female_R3	RainbowTrout_RNA_Brain_Immature_Male_R1	RainbowTrout_RNA_Brain_Immature_Male_R2	RainbowTrout_RNA_Brain_Immature_Male_R3	RainbowTrout_RNA_Brain_Mature_Female_R1	RainbowTrout_RNA_Brain_Mature_Female_R2	RainbowTrout_RNA_Brain_Mature_Female_R3	RainbowTrout_RNA_Brain_Mature_Male_R1	RainbowTrout_RNA_Brain_Mature_Male_R2	RainbowTrout_RNA_Brain_Mature_Male_R3
ENSOMYG00000070078	ENSOMYT00000161198	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070079	ENSOMYT00000130900	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070080	ENSOMYT00000144315	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070081	ENSOMYT00000122251	5.43	7.70	5.53	7.40	8.59	5.91	2.62	3.55	3.72	2.52	1.56	3.87
ENSOMYG00000070082	ENSOMYT00000121017,ENSOMYT00000162177	4.98	7.12	8.77	4.78	6.11	11.16	4.40	8.44	12.94	3.69	1.15	6.24
ENSOMYG00000070083	ENSOMYT00000121181	0.00	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070084	ENSOMYT00000165124	0.07	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.11	0.00	0.00
ENSOMYG00000070085	ENSOMYT00000122895,ENSOMYT00000129745,ENSOMYT00000151158	0.18	0.55	1.34	0.52	0.55	1.46	1.48	4.54	0.35	2.04	1.63	0.85
ENSOMYG00000070086	ENSOMYT00000092316	0.00	1.61	0.35	0.00	2.87	0.00	0.29	0.00	0.00	0.23	0.00	0.00
ENSOMYG00000070087	ENSOMYT00000059417,ENSOMYT00000123440,ENSOMYT00000137589	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070088	ENSOMYT00000132081	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070089	ENSOMYT00000046891,ENSOMYT00000047066,ENSOMYT00000047084,ENSOMYT00000102364,ENSOMYT00000102455,ENSOMYT00000102472,ENSOMYT00000125919,ENSOMYT00000143704,ENSOMYT00000151560	60.69	38.00	70.56	47.78	39.50	40.01	13.09	32.59	32.71	12.26	13.42	49.91
ENSOMYG00000070090	ENSOMYT00000002777	0.67	0.66	0.17	0.00	0.00	0.63	0.00	1.09	0.43	0.00	1.34	1.92
ENSOMYG00000070091	ENSOMYT00000142557	0.00	0.00	0.00	0.00	0.00	0.16	0.00	0.00	0.00	0.00	0.17	0.00
ENSOMYG00000070092	ENSOMYT00000093768	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070093	ENSOMYT00000154552	2.50	4.98	3.28	5.47	3.63	4.60	0.93	1.34	1.97	0.14	0.16	2.02
ENSOMYG00000070094	ENSOMYT00000140962	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070095	ENSOMYT00000125836	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070096	ENSOMYT00000166048	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070097	ENSOMYT00000095371,ENSOMYT00000095486,ENSOMYT00000095779,ENSOMYT00000128042,ENSOMYT00000136186,ENSOMYT00000136563,ENSOMYT00000143345,ENSOMYT00000148443,ENSOMYT00000149031	0.41	0.62	0.83	0.82	0.82	0.08	0.00	0.47	0.00	0.05	0.00	0.00
ENSOMYG00000070098	ENSOMYT00000157265	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070099	ENSOMYT00000152988	0.04	0.09	0.00	0.12	0.05	0.12	0.07	0.00	0.08	0.00	0.00	0.12
ENSOMYG00000070100	ENSOMYT00000158629	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070101	ENSOMYT00000137997	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070102	ENSOMYT00000147795	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070103	ENSOMYT00000140790	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070104	ENSOMYT00000145084	0.23	0.16	0.16	0.20	0.00	0.10	0.23	0.00	0.21	0.00	0.00	0.16
ENSOMYG00000070105	ENSOMYT00000136841	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070106	ENSOMYT00000154404	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070107	ENSOMYT00000167762	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070108	ENSOMYT00000140118	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070109	ENSOMYT00000159506	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070110	ENSOMYT00000152249	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070111	ENSOMYT00000151086	0.21	0.00	0.17	0.20	0.17	0.00	0.00	0.14	0.00	0.26	0.00	0.00
ENSOMYG00000070112	ENSOMYT00000135916	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070113	ENSOMYT00000128254	0.00	0.38	0.15	0.35	0.00	0.45	0.12	0.07	0.00	0.00	0.14	0.08
ENSOMYG00000070114	ENSOMYT00000134715	0.18	0.00	0.00	0.00	0.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070115	ENSOMYT00000136620	0.12	0.00	0.04	0.05	0.04	0.04	0.13	0.03	0.00	0.00	0.00	0.04
ENSOMYG00000070116	ENSOMYT00000134088	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070117	ENSOMYT00000144338	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070118	ENSOMYT00000132086	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070119	ENSOMYT00000142022	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070120	ENSOMYT00000124269,ENSOMYT00000141361,ENSOMYT00000144810,ENSOMYT00000150006,ENSOMYT00000159042	12.93	11.52	8.56	8.37	9.78	12.01	9.79	10.88	13.91	15.08	10.55	12.49
ENSOMYG00000070121	ENSOMYT00000161419	0.00	0.00	0.38	0.12	0.00	0.00	0.00	0.00	0.16	0.00	0.00	0.00
ENSOMYG00000070122	ENSOMYT00000162132	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070123	ENSOMYT00000130155	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070124	ENSOMYT00000142833	0.00	0.00	0.00	0.00	0.00	0.07	0.32	0.06	0.00	0.00	0.00	0.00
ENSOMYG00000070125	ENSOMYT00000162695	1.12	1.73	0.61	1.51	1.92	0.76	0.77	0.94	0.51	0.00	0.07	1.03
ENSOMYG00000070126	ENSOMYT00000123817	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070127	ENSOMYT00000121644	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070128	ENSOMYT00000160105	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070129	ENSOMYT00000166948	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070130	ENSOMYT00000165550	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070131	ENSOMYT00000117526	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070132	ENSOMYT00000119250	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070133	ENSOMYT00000117617	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070134	ENSOMYT00000142525	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070135	ENSOMYT00000140570	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070136	ENSOMYT00000151113	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070137	ENSOMYT00000159075	0.34	0.19	0.32	0.13	0.28	0.32	0.17	0.54	0.40	0.30	0.39	0.37
ENSOMYG00000070138	ENSOMYT00000119920	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070139	ENSOMYT00000155230	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070140	ENSOMYT00000143848	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070141	ENSOMYT00000129456	0.27	0.27	2.19	0.74	0.00	2.93	0.50	0.22	2.03	0.21	0.66	0.00
ENSOMYG00000070142	ENSOMYT00000081519	2.02	2.21	3.00	2.92	2.58	2.85	6.67	4.52	4.87	3.87	0.68	3.17
ENSOMYG00000070143	ENSOMYT00000035830	1.53	2.46	0.70	1.13	0.53	4.22	2.51	2.66	1.42	3.42	0.82	2.38
ENSOMYG00000070144	ENSOMYT00000158451	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070145	ENSOMYT00000147713	0.38	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.00	0.21	0.00	0.59
ENSOMYG00000070146	ENSOMYT00000125438,ENSOMYT00000134488,ENSOMYT00000134528,ENSOMYT00000142197,ENSOMYT00000145482,ENSOMYT00000147144,ENSOMYT00000148558,ENSOMYT00000153028,ENSOMYT00000161579	39.78	31.48	33.18	47.99	41.89	34.42	37.21	41.11	39.13	39.76	46.04	31.70
ENSOMYG00000070147	ENSOMYT00000156510	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070148	ENSOMYT00000144733	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070149	ENSOMYT00000150499,ENSOMYT00000158454,ENSOMYT00000162374	8.32	5.70	11.66	5.31	8.24	7.41	8.62	9.63	10.51	8.54	8.77	9.92
ENSOMYG00000070150	ENSOMYT00000140008	0.04	0.00	0.00	0.00	0.04	0.04	0.07	0.03	0.00	0.10	0.00	0.04
ENSOMYG00000070151	ENSOMYT00000127702	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070152	ENSOMYT00000146120	0.00	0.00	0.00	0.00	0.00	0.19	0.08	0.00	0.00	0.00	0.00	0.19
ENSOMYG00000070153	ENSOMYT00000138752	0.05	0.00	0.09	0.00	0.10	0.14	0.05	0.00	0.00	0.00	0.00	0.07
ENSOMYG00000070154	ENSOMYT00000134691	0.31	0.30	0.00	0.61	0.00	0.00	0.08	0.16	0.13	0.08	0.00	0.19
ENSOMYG00000070155	ENSOMYT00000130597	0.00	0.36	0.00	0.00	0.18	0.00	0.00	0.00	0.00	0.00	0.00	0.50
ENSOMYG00000070156	ENSOMYT00000033506	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.12	0.23
ENSOMYG00000070157	ENSOMYT00000152920	0.06	0.00	0.13	0.00	0.00	0.00	0.00	0.05	0.12	0.05	0.13	0.00
ENSOMYG00000070158	ENSOMYT00000138593	3.51	2.90	5.23	2.70	0.00	0.00	2.39	1.69	1.31	0.54	4.03	2.71
ENSOMYG00000070159	ENSOMYT00000139238	3.01	1.87	3.54	1.10	3.51	0.08	1.00	0.18	0.00	0.00	0.00	0.00
ENSOMYG00000070160	ENSOMYT00000124257	19.93	19.36	15.89	12.04	10.21	10.36	0.14	7.06	7.38	0.39	0.16	5.75
ENSOMYG00000070161	ENSOMYT00000128386	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070162	ENSOMYT00000160598	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070163	ENSOMYT00000132527	1.26	0.36	0.43	0.00	1.61	0.33	0.14	0.58	0.00	0.15	0.00	0.51
ENSOMYG00000070164	ENSOMYT00000116386	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070165	ENSOMYT00000059583	0.66	0.00	0.65	0.60	1.47	0.30	1.18	0.80	0.51	0.40	0.00	0.00
ENSOMYG00000070166	ENSOMYT00000142956	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070167	ENSOMYT00000134078	0.00	0.16	0.08	0.05	0.11	0.04	0.03	0.08	0.07	0.00	0.00	0.13
ENSOMYG00000070168	ENSOMYT00000121819	0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.14
ENSOMYG00000070169	ENSOMYT00000114602,ENSOMYT00000142206,ENSOMYT00000148723,ENSOMYT00000161704	38.84	34.01	18.81	38.99	43.93	41.11	21.81	29.97	19.04	16.51	14.68	17.26
ENSOMYG00000070170	ENSOMYT00000136844	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070171	ENSOMYT00000130888,ENSOMYT00000140642	60.92	64.71	56.08	53.83	60.04	43.07	58.43	86.41	49.02	22.26	26.65	30.95
ENSOMYG00000070172	ENSOMYT00000123816	0.12	0.20	0.10	0.41	0.17	0.34	0.34	0.14	0.00	0.09	0.00	0.21
ENSOMYG00000070173	ENSOMYT00000122208	0.00	0.00	0.00	0.11	0.00	0.00	0.07	0.00	0.11	0.00	0.00	0.00
ENSOMYG00000070174	ENSOMYT00000125967	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070175	ENSOMYT00000056144	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070176	ENSOMYT00000117727	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070177	ENSOMYT00000161075	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070178	ENSOMYT00000117319	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070179	ENSOMYT00000141802	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070180	ENSOMYT00000159761	5.14	1.28	6.78	2.80	1.38	2.23	1.97	1.76	5.06	9.15	5.93	3.44
ENSOMYG00000070181	ENSOMYT00000147650	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070182	ENSOMYT00000144739	0.13	0.22	0.20	0.15	0.29	0.16	0.51	0.20	0.17	0.24	0.30	0.16
ENSOMYG00000070183	ENSOMYT00000137177,ENSOMYT00000140113,ENSOMYT00000158426	0.76	0.57	0.56	0.75	0.36	0.95	0.02	0.19	0.06	0.00	0.00	0.31
ENSOMYG00000070184	ENSOMYT00000151706,ENSOMYT00000167022	24.71	24.17	19.54	27.70	25.46	14.08	17.85	32.64	24.21	20.78	27.11	18.08
ENSOMYG00000070185	ENSOMYT00000156841	0.77	0.00	0.51	0.16	0.13	0.24	0.20	0.21	0.24	0.21	0.73	0.00
ENSOMYG00000070186	ENSOMYT00000150170	0.00	0.00	0.00	0.00	0.00	0.33	0.00	0.00	0.00	0.29	0.00	0.00
ENSOMYG00000070187	ENSOMYT00000134803	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070188	ENSOMYT00000146362,ENSOMYT00000156307	1.78	3.57	2.36	0.54	1.13	2.78	4.95	1.96	8.09	1.90	1.34	1.30
ENSOMYG00000070189	ENSOMYT00000130117	0.23	0.08	0.15	0.00	0.35	0.00	0.15	0.14	0.10	0.00	0.07	0.00
ENSOMYG00000070190	ENSOMYT00000148893	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070191	ENSOMYT00000118487	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070192	ENSOMYT00000134087	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070193	ENSOMYT00000151743	0.21	0.22	0.00	0.00	0.00	0.46	0.00	0.17	0.00	0.00	0.00	0.00
ENSOMYG00000070194	ENSOMYT00000159936	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070195	ENSOMYT00000129036	22.97	16.81	16.45	5.60	12.60	10.07	13.38	8.52	17.76	49.43	49.80	25.91
ENSOMYG00000070196	ENSOMYT00000125004	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070197	ENSOMYT00000138756	0.21	0.37	0.26	0.13	0.16	0.10	0.49	0.33	0.61	1.11	0.64	0.68
ENSOMYG00000070198	ENSOMYT00000126569	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070199	ENSOMYT00000137391	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070200	ENSOMYT00000131539	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070201	ENSOMYT00000138904	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070202	ENSOMYT00000134975	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070203	ENSOMYT00000152557	4.45	5.19	5.68	4.75	4.42	4.11	0.59	2.69	1.62	0.00	0.18	4.18
ENSOMYG00000070204	ENSOMYT00000155714	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070205	ENSOMYT00000151727	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070206	ENSOMYT00000162307	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070207	ENSOMYT00000163320	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070208	ENSOMYT00000121585,ENSOMYT00000156183	10.18	3.64	4.12	2.96	2.74	3.12	7.98	8.42	9.78	6.13	1.49	9.39
ENSOMYG00000070209	ENSOMYT00000155262	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070210	ENSOMYT00000156355	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070211	ENSOMYT00000145926	1.31	0.49	1.38	0.86	0.45	1.41	0.48	0.18	0.22	0.14	0.05	0.56
ENSOMYG00000070212	ENSOMYT00000133460	1.60	1.81	1.67	2.44	2.42	2.64	2.94	4.35	3.68	2.86	3.61	2.27
ENSOMYG00000070213	ENSOMYT00000144353	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070214	ENSOMYT00000167021	0.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.53
ENSOMYG00000070215	ENSOMYT00000139401	0.00	0.00	0.09	0.10	0.00	0.08	0.07	0.00	0.05	0.00	0.00	0.08
ENSOMYG00000070216	ENSOMYT00000150380	1.13	2.52	1.21	2.01	1.67	1.15	2.29	2.77	3.99	3.63	2.00	1.14
ENSOMYG00000070217	ENSOMYT00000129415	0.00	0.47	0.00	0.00	0.00	0.00	0.00	0.39	0.00	0.00	0.00	0.00
ENSOMYG00000070218	ENSOMYT00000097087	1.14	1.29	0.71	0.25	1.33	1.03	0.24	0.76	0.22	1.27	1.39	1.20
ENSOMYG00000070219	ENSOMYT00000132602	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070220	ENSOMYT00000122665	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070221	ENSOMYT00000146465	0.36	0.00	0.29	0.22	0.50	1.33	0.00	0.72	0.60	0.07	0.21	0.52
ENSOMYG00000070222	ENSOMYT00000141043	0.04	0.15	0.05	0.00	0.04	0.24	0.05	0.14	0.01	0.00	0.00	0.04
ENSOMYG00000070223	ENSOMYT00000121628	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070224	ENSOMYT00000118497	1.24	0.18	0.47	0.65	1.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070225	ENSOMYT00000121308	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070226	ENSOMYT00000116533	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070227	ENSOMYT00000116375	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070228	ENSOMYT00000127476,ENSOMYT00000129863,ENSOMYT00000135863,ENSOMYT00000138497,ENSOMYT00000149836,ENSOMYT00000151140,ENSOMYT00000164081	5.19	6.79	4.19	5.80	5.52	4.78	2.20	6.35	4.34	2.93	2.22	6.58
ENSOMYG00000070229	ENSOMYT00000150504	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070230	ENSOMYT00000136043,ENSOMYT00000145389	7.00	3.35	11.79	0.75	5.08	2.45	29.57	2.46	10.43	9.33	0.29	22.44
ENSOMYG00000070231	ENSOMYT00000064175,ENSOMYT00000064812,ENSOMYT00000124099,ENSOMYT00000132518,ENSOMYT00000134191,ENSOMYT00000135908,ENSOMYT00000160187	36.72	44.84	42.91	39.45	36.32	35.57	13.92	22.79	18.55	13.39	22.14	16.28
ENSOMYG00000070232	ENSOMYT00000136957	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070233	ENSOMYT00000130173	0.21	0.33	0.24	0.28	0.47	0.25	0.00	0.30	0.89	0.00	0.17	0.00
ENSOMYG00000070234	ENSOMYT00000152334	0.99	0.88	0.46	1.06	1.23	1.19	2.45	1.70	1.49	0.81	1.21	1.01
ENSOMYG00000070235	ENSOMYT00000167807	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070236	ENSOMYT00000158986	0.00	0.38	0.75	0.61	0.33	0.00	0.00	0.61	1.34	0.41	0.52	0.12
ENSOMYG00000070237	ENSOMYT00000125906	0.00	1.73	0.96	0.00	2.77	0.48	0.42	0.51	0.00	0.00	0.00	0.55
ENSOMYG00000070238	ENSOMYT00000076069,ENSOMYT00000076100,ENSOMYT00000076106,ENSOMYT00000116106	120.49	193.51	134.99	120.74	172.24	211.09	65.36	207.92	122.22	182.67	209.73	100.21
ENSOMYG00000070239	ENSOMYT00000139555	0.00	0.09	0.22	0.00	0.00	0.08	0.00	0.00	0.21	0.00	0.00	0.09
ENSOMYG00000070240	ENSOMYT00000162957	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070241	ENSOMYT00000128694	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070242	ENSOMYT00000127721	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070243	ENSOMYT00000135228	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070244	ENSOMYT00000129118,ENSOMYT00000143362,ENSOMYT00000147764,ENSOMYT00000162392	5.80	3.51	5.64	2.57	3.15	4.00	2.27	3.68	4.15	1.73	2.32	5.07
ENSOMYG00000070245	ENSOMYT00000142095	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070246	ENSOMYT00000158763	0.91	1.91	0.20	0.49	2.09	1.11	0.48	1.29	1.18	1.15	3.51	0.94
ENSOMYG00000070247	ENSOMYT00000122080,ENSOMYT00000135434	0.00	0.01	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070248	ENSOMYT00000123312	0.31	1.07	0.60	0.19	0.46	0.28	0.00	0.62	1.05	0.37	0.87	1.58
ENSOMYG00000070249	ENSOMYT00000147910	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.26	0.20	0.00	0.00	0.00
ENSOMYG00000070250	ENSOMYT00000162596	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070251	ENSOMYT00000120591	0.95	0.15	0.08	0.25	0.04	0.20	0.09	0.19	0.14	0.07	0.09	0.00
ENSOMYG00000070252	ENSOMYT00000116808	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070253	ENSOMYT00000126924,ENSOMYT00000157694	0.00	1.05	0.34	0.64	0.00	0.96	0.82	0.41	0.43	0.00	0.16	0.98
ENSOMYG00000070254	ENSOMYT00000133882	4.99	4.34	3.87	4.52	3.58	5.30	4.34	3.20	3.29	2.09	3.60	6.03
ENSOMYG00000070255	ENSOMYT00000149626	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000070256	ENSOMYT00000153876	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
