gene_id	transcript_id(s)	RainbowTrout_RNA_Gill_Immature_Female_R1	RainbowTrout_RNA_Gill_Immature_Female_R2	RainbowTrout_RNA_Gill_Immature_Female_R3	RainbowTrout_RNA_Gill_Immature_Male_R1	RainbowTrout_RNA_Gill_Immature_Male_R2	RainbowTrout_RNA_Gill_Immature_Male_R3	RainbowTrout_RNA_Gill_Mature_Female_R1	RainbowTrout_RNA_Gill_Mature_Female_R2	RainbowTrout_RNA_Gill_Mature_Female_R3	RainbowTrout_RNA_Gill_Mature_Male_R1	RainbowTrout_RNA_Gill_Mature_Male_R2	RainbowTrout_RNA_Gill_Mature_Male_R3
ENSOMYG00000017839	ENSOMYT00000041927,ENSOMYT00000114907	0.00	0.00	0.05	0.11	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00
ENSOMYG00000017841	ENSOMYT00000041926,ENSOMYT00000042150,ENSOMYT00000042188,ENSOMYT00000042260,ENSOMYT00000042343,ENSOMYT00000042384,ENSOMYT00000042425,ENSOMYT00000042450,ENSOMYT00000042521	0.00	0.00	0.05	0.05	0.11	0.03	0.00	0.07	0.02	0.03	0.03	0.00
ENSOMYG00000017842	ENSOMYT00000042002,ENSOMYT00000042012,ENSOMYT00000042028	24.18	28.20	23.76	26.42	26.59	20.63	24.64	18.31	24.34	21.76	23.14	25.42
ENSOMYG00000017843	ENSOMYT00000042010	63.73	78.69	104.90	111.54	96.90	121.82	192.77	124.62	106.36	127.25	133.49	82.10
ENSOMYG00000017845	ENSOMYT00000041964,ENSOMYT00000041982,ENSOMYT00000041996,ENSOMYT00000042080,ENSOMYT00000042096	28.44	41.82	44.20	37.99	44.11	33.34	32.94	48.14	30.81	35.21	47.95	44.28
ENSOMYG00000017846	ENSOMYT00000041934	0.00	0.04	0.07	0.07	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00
ENSOMYG00000017847	ENSOMYT00000042065	0.00	0.06	0.00	0.02	0.00	0.00	0.15	0.00	0.00	0.03	0.00	0.06
ENSOMYG00000017849	ENSOMYT00000041952,ENSOMYT00000041961	1.70	1.74	1.16	1.38	1.48	1.61	0.00	1.40	2.00	2.02	1.07	2.45
ENSOMYG00000017850	ENSOMYT00000042048,ENSOMYT00000042067,ENSOMYT00000042127	1.96	2.87	0.89	1.14	0.74	0.85	0.00	0.38	0.44	0.34	0.73	0.36
ENSOMYG00000017851	ENSOMYT00000041956	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000017852	ENSOMYT00000041943,ENSOMYT00000041970,ENSOMYT00000041985	0.48	3.80	2.75	2.58	6.40	5.75	2.30	3.93	3.73	4.06	0.85	2.41
ENSOMYG00000017853	ENSOMYT00000041954	2.35	1.77	1.39	1.61	1.94	1.18	0.38	3.38	1.63	0.82	1.93	1.92
ENSOMYG00000017854	ENSOMYT00000041981,ENSOMYT00000041995	0.12	0.29	0.23	0.16	0.35	0.02	0.00	0.03	0.05	0.18	0.03	0.05
ENSOMYG00000017855	ENSOMYT00000041957	0.11	0.07	0.06	0.00	0.00	0.00	0.00	0.00	0.05	0.19	0.00	0.04
ENSOMYG00000017856	ENSOMYT00000041991	0.99	0.84	1.08	0.47	0.55	0.78	1.08	0.65	0.77	1.25	0.86	2.73
ENSOMYG00000017857	ENSOMYT00000013717,ENSOMYT00000014001,ENSOMYT00000019863,ENSOMYT00000020009,ENSOMYT00000020076,ENSOMYT00000042465,ENSOMYT00000042553	319.31	362.40	280.61	271.20	240.57	246.65	333.19	239.75	355.45	353.41	259.73	264.61
ENSOMYG00000017858	ENSOMYT00000005780,ENSOMYT00000042114,ENSOMYT00000042132,ENSOMYT00000042145,ENSOMYT00000042155	0.42	0.00	0.15	0.18	0.00	0.15	0.63	0.06	0.43	0.13	0.45	0.80
ENSOMYG00000017859	ENSOMYT00000041972	9.28	11.96	13.09	12.47	13.90	9.92	10.08	7.85	9.35	10.41	10.88	10.67
ENSOMYG00000017860	ENSOMYT00000042023,ENSOMYT00000129376,ENSOMYT00000139397	6.00	7.50	6.00	3.35	2.48	7.78	1.82	1.57	3.78	2.82	2.83	5.31
ENSOMYG00000017861	ENSOMYT00000041979,ENSOMYT00000041992,ENSOMYT00000135011,ENSOMYT00000161049	1.64	1.44	2.05	1.20	2.22	1.56	1.09	1.16	0.79	2.13	1.06	4.51
ENSOMYG00000017863	ENSOMYT00000041999,ENSOMYT00000042030	8.53	13.35	13.80	9.59	11.16	10.83	10.87	10.23	9.62	22.26	19.60	12.23
ENSOMYG00000017864	ENSOMYT00000042000	45.29	52.71	65.80	63.44	55.72	58.49	74.44	54.59	52.47	67.12	71.55	69.60
ENSOMYG00000017865	ENSOMYT00000042189,ENSOMYT00000129262	0.17	0.18	0.12	0.30	0.21	0.29	0.09	0.20	0.10	0.08	0.15	0.79
ENSOMYG00000017866	ENSOMYT00000042014	7.43	9.68	5.85	4.94	5.89	6.65	4.09	5.85	5.78	4.54	5.63	6.18
ENSOMYG00000017867	ENSOMYT00000042199	6.87	7.70	6.09	5.34	5.93	5.82	2.99	4.98	6.09	4.70	4.97	9.54
ENSOMYG00000017868	ENSOMYT00000041997,ENSOMYT00000042082	0.16	0.00	0.01	0.01	0.00	0.03	0.64	0.04	0.04	0.00	0.00	0.00
ENSOMYG00000017869	ENSOMYT00000042121,ENSOMYT00000042139	25.33	28.29	23.14	23.88	24.16	21.02	17.58	25.53	20.91	23.69	27.89	25.33
ENSOMYG00000017871	ENSOMYT00000042046,ENSOMYT00000121463	13.65	15.52	17.48	15.86	19.10	17.06	8.25	10.63	17.47	17.36	9.41	13.79
ENSOMYG00000017872	ENSOMYT00000042015	63.04	65.54	36.76	63.27	28.58	36.73	57.57	65.01	27.21	28.32	63.87	60.74
ENSOMYG00000017873	ENSOMYT00000042054,ENSOMYT00000042068	7.14	7.44	6.70	6.32	8.34	5.06	8.45	6.52	6.10	8.20	6.56	9.28
ENSOMYG00000017874	ENSOMYT00000042088	0.34	0.70	0.69	0.71	0.96	0.74	0.00	1.24	1.46	0.29	0.39	1.59
ENSOMYG00000017875	ENSOMYT00000042044,ENSOMYT00000135549,ENSOMYT00000143863	96.99	93.90	81.43	85.33	84.08	80.05	56.41	58.69	76.25	72.48	47.47	50.57
ENSOMYG00000017876	ENSOMYT00000042092	0.00	1.82	0.00	0.44	0.22	0.00	1.40	0.11	0.29	0.00	0.00	0.50
ENSOMYG00000017877	ENSOMYT00000042529,ENSOMYT00000042598,ENSOMYT00000042618,ENSOMYT00000042633,ENSOMYT00000042699,ENSOMYT00000042709,ENSOMYT00000138440,ENSOMYT00000141147,ENSOMYT00000155165,ENSOMYT00000163671	69.72	59.02	51.02	50.58	49.52	49.74	48.32	45.69	64.10	60.90	51.94	57.07
ENSOMYG00000017878	ENSOMYT00000042038	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
