gene_id	transcript_id(s)	RainbowTrout_RNA_HeadKidney_Immature_Female_R1	RainbowTrout_RNA_HeadKidney_Immature_Female_R2	RainbowTrout_RNA_HeadKidney_Immature_Female_R3	RainbowTrout_RNA_HeadKidney_Immature_Male_R1	RainbowTrout_RNA_HeadKidney_Immature_Male_R2	RainbowTrout_RNA_HeadKidney_Immature_Male_R3	RainbowTrout_RNA_HeadKidney_Mature_Female_R1	RainbowTrout_RNA_HeadKidney_Mature_Female_R2	RainbowTrout_RNA_HeadKidney_Mature_Female_R3	RainbowTrout_RNA_HeadKidney_Mature_Male_R1	RainbowTrout_RNA_HeadKidney_Mature_Male_R2	RainbowTrout_RNA_HeadKidney_Mature_Male_R3
ENSOMYG00000042632	ENSOMYT00000101176	5.19	4.18	5.47	5.56	4.45	6.05	4.75	5.18	7.07	3.02	4.52	4.80
ENSOMYG00000042633	ENSOMYT00000101180,ENSOMYT00000146949,ENSOMYT00000164239	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042635	ENSOMYT00000101227	0.18	0.00	0.21	0.00	0.07	0.00	0.00	0.02	0.07	0.00	0.00	0.15
ENSOMYG00000042636	ENSOMYT00000101187	2.02	1.82	1.71	2.18	0.98	1.72	1.95	3.94	3.66	1.31	2.51	0.60
ENSOMYG00000042639	ENSOMYT00000101242,ENSOMYT00000101246,ENSOMYT00000101252	1.23	4.62	3.69	3.12	1.99	1.67	2.40	2.68	2.33	1.16	3.56	2.37
ENSOMYG00000042640	ENSOMYT00000101188,ENSOMYT00000101195	32.96	31.22	18.16	20.84	10.95	18.81	53.64	59.14	41.84	40.24	32.11	29.45
ENSOMYG00000042641	ENSOMYT00000101198,ENSOMYT00000101202,ENSOMYT00000148270	48.21	41.85	55.82	46.52	31.88	43.98	62.13	71.87	63.47	39.17	45.27	29.62
ENSOMYG00000042645	ENSOMYT00000101212	0.28	0.00	0.11	0.29	0.09	0.00	0.10	0.28	0.19	0.00	0.00	0.00
ENSOMYG00000042646	ENSOMYT00000101219	1.65	0.57	1.61	1.69	0.81	0.85	1.04	1.29	1.33	0.82	0.45	0.58
ENSOMYG00000042648	ENSOMYT00000101225	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.05	0.00	0.00	0.00
ENSOMYG00000042649	ENSOMYT00000089796,ENSOMYT00000090358,ENSOMYT00000104372,ENSOMYT00000104375,ENSOMYT00000104507,ENSOMYT00000104557,ENSOMYT00000104585,ENSOMYT00000104630,ENSOMYT00000104661,ENSOMYT00000104719	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00
ENSOMYG00000042650	ENSOMYT00000101232	2.24	3.00	2.63	1.94	2.76	1.57	0.85	0.75	2.25	1.38	1.04	1.32
ENSOMYG00000042651	ENSOMYT00000101233,ENSOMYT00000101239,ENSOMYT00000156310	10.34	6.27	7.18	4.52	4.66	5.54	4.26	3.27	5.50	3.64	4.12	7.22
ENSOMYG00000042652	ENSOMYT00000101241	518.63	522.37	613.08	634.63	720.76	504.70	358.38	358.41	424.26	313.14	756.68	441.01
ENSOMYG00000042653	ENSOMYT00000101238	3.11	2.67	2.85	2.58	2.40	3.88	1.60	2.11	1.75	1.93	2.79	2.29
ENSOMYG00000042654	ENSOMYT00000101245	17.35	17.59	18.90	18.23	18.25	20.46	20.39	19.02	26.09	14.14	20.45	24.69
ENSOMYG00000042655	ENSOMYT00000101270,ENSOMYT00000101273,ENSOMYT00000101282,ENSOMYT00000101348,ENSOMYT00000101357,ENSOMYT00000101371	37.67	37.72	44.35	38.03	29.29	35.78	37.64	37.07	43.87	23.05	39.35	29.31
ENSOMYG00000042656	ENSOMYT00000105885,ENSOMYT00000105967,ENSOMYT00000105975,ENSOMYT00000106580,ENSOMYT00000106841,ENSOMYT00000106886,ENSOMYT00000106894,ENSOMYT00000106920,ENSOMYT00000106944,ENSOMYT00000106974	4.21	3.29	3.62	2.93	2.26	3.95	3.00	3.23	4.01	1.51	2.87	3.68
ENSOMYG00000042657	ENSOMYT00000101248	0.66	11.97	15.31	0.41	13.04	8.11	7.03	15.33	14.82	17.76	11.42	12.00
ENSOMYG00000042658	ENSOMYT00000101249,ENSOMYT00000101256,ENSOMYT00000101259,ENSOMYT00000101263,ENSOMYT00000101276,ENSOMYT00000101283,ENSOMYT00000101290	0.24	0.29	0.16	0.56	0.14	0.76	0.00	0.00	0.00	0.00	0.00	0.06
ENSOMYG00000042660	ENSOMYT00000101254,ENSOMYT00000152537	3.29	1.22	1.62	1.07	1.01	1.09	0.85	0.92	0.79	0.33	0.53	1.07
ENSOMYG00000042661	ENSOMYT00000101257	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042662	ENSOMYT00000101923,ENSOMYT00000102040,ENSOMYT00000102045,ENSOMYT00000102051	8.10	7.95	8.13	6.72	6.45	8.06	8.94	7.58	10.19	3.92	8.75	7.32
ENSOMYG00000042663	ENSOMYT00000101525,ENSOMYT00000101546,ENSOMYT00000101558,ENSOMYT00000101595	0.54	0.00	0.94	0.48	0.52	0.95	0.36	0.29	0.17	0.05	0.06	0.53
ENSOMYG00000042664	ENSOMYT00000101261	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042665	ENSOMYT00000101260	0.09	0.16	0.17	0.00	0.00	0.04	0.09	0.00	0.00	0.00	0.09	0.00
ENSOMYG00000042666	ENSOMYT00000101269,ENSOMYT00000101274	0.91	1.92	3.35	1.60	0.72	1.73	7.73	7.77	11.52	6.08	3.21	2.38
ENSOMYG00000042667	ENSOMYT00000101264	37.56	14.26	8.32	7.32	3.04	5.56	4.59	6.05	8.27	10.54	22.47	9.13
ENSOMYG00000042668	ENSOMYT00000101267,ENSOMYT00000143007	0.06	0.14	0.27	0.27	0.25	0.11	0.00	0.04	0.15	0.60	0.61	1.22
ENSOMYG00000042669	ENSOMYT00000101370	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042670	ENSOMYT00000101279,ENSOMYT00000101295	8.07	7.05	7.27	8.04	4.96	7.56	6.46	7.21	5.90	4.61	9.14	6.13
ENSOMYG00000042671	ENSOMYT00000101284,ENSOMYT00000142188	13.98	18.05	16.24	19.24	11.56	19.42	18.73	19.71	20.77	13.24	15.38	14.71
ENSOMYG00000042672	ENSOMYT00000104562,ENSOMYT00000104589,ENSOMYT00000104654,ENSOMYT00000104796,ENSOMYT00000104877,ENSOMYT00000104957	11.84	9.74	10.05	6.29	6.60	6.36	7.95	7.13	9.48	5.79	5.89	6.80
ENSOMYG00000042673	ENSOMYT00000101296,ENSOMYT00000101300,ENSOMYT00000101307,ENSOMYT00000123881	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042674	ENSOMYT00000107102,ENSOMYT00000107107,ENSOMYT00000107113,ENSOMYT00000107202,ENSOMYT00000107238,ENSOMYT00000107289,ENSOMYT00000107302,ENSOMYT00000107310,ENSOMYT00000107327,ENSOMYT00000107330	11.97	9.90	11.36	6.27	5.89	6.88	11.28	11.47	16.84	6.88	9.25	10.74
ENSOMYG00000042675	ENSOMYT00000101292	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042677	ENSOMYT00000101298,ENSOMYT00000101303	0.16	0.00	0.17	0.00	0.00	0.00	0.23	0.00	0.00	0.03	0.00	0.04
ENSOMYG00000042678	ENSOMYT00000101297	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042679	ENSOMYT00000101299	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042681	ENSOMYT00000101320	34.75	33.98	25.23	27.04	25.89	34.98	19.18	45.90	25.68	36.46	18.60	32.26
ENSOMYG00000042682	ENSOMYT00000086753,ENSOMYT00000101316,ENSOMYT00000101326,ENSOMYT00000101331,ENSOMYT00000101346,ENSOMYT00000101350,ENSOMYT00000101362,ENSOMYT00000101374,ENSOMYT00000101377,ENSOMYT00000101390	2.38	2.34	1.48	1.46	1.43	1.27	2.06	1.28	1.62	1.25	1.16	1.70
ENSOMYG00000042683	ENSOMYT00000101317	3.92	1.92	1.77	2.93	2.38	3.12	1.68	1.53	1.90	1.98	1.82	1.85
ENSOMYG00000042684	ENSOMYT00000101333,ENSOMYT00000101347	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042685	ENSOMYT00000104803,ENSOMYT00000104937,ENSOMYT00000105077,ENSOMYT00000105137,ENSOMYT00000105175	0.32	0.48	0.24	0.35	0.23	0.14	0.05	0.00	0.06	0.04	0.33	0.14
ENSOMYG00000042686	ENSOMYT00000101353,ENSOMYT00000101361	46.74	42.76	55.01	57.80	42.38	60.87	62.53	60.94	64.49	43.12	64.62	50.49
ENSOMYG00000042688	ENSOMYT00000101344	11.19	11.56	13.68	5.18	7.68	7.64	10.30	13.69	13.49	6.72	8.96	5.75
ENSOMYG00000042690	ENSOMYT00000101329	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042692	ENSOMYT00000101334,ENSOMYT00000101341	2.68	4.25	3.84	5.05	2.05	3.02	2.05	1.80	0.57	0.61	2.96	2.66
ENSOMYG00000042693	ENSOMYT00000101452,ENSOMYT00000101456,ENSOMYT00000101472,ENSOMYT00000101478,ENSOMYT00000101481,ENSOMYT00000101486	3.98	4.03	3.48	3.12	1.97	3.23	2.67	2.42	2.54	1.30	2.39	2.30
ENSOMYG00000042695	ENSOMYT00000101354,ENSOMYT00000101358	0.21	0.53	0.12	0.18	0.22	0.43	0.11	0.04	0.14	0.00	0.14	0.00
ENSOMYG00000042696	ENSOMYT00000101355	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042697	ENSOMYT00000101360	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042698	ENSOMYT00000101366,ENSOMYT00000116512,ENSOMYT00000134282,ENSOMYT00000148004	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042699	ENSOMYT00000101363	8.18	10.08	8.21	6.47	5.85	7.69	3.37	3.45	5.20	4.19	9.25	8.19
ENSOMYG00000042700	ENSOMYT00000101365	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042701	ENSOMYT00000101369,ENSOMYT00000101373	0.00	0.00	0.00	0.29	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042702	ENSOMYT00000101432,ENSOMYT00000101461,ENSOMYT00000101498,ENSOMYT00000101533,ENSOMYT00000101556	0.29	0.12	0.03	0.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042704	ENSOMYT00000101372	0.12	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.17	0.15
ENSOMYG00000042705	ENSOMYT00000101375,ENSOMYT00000101380	15.44	17.65	12.14	11.24	10.21	11.61	11.96	12.72	11.23	10.97	11.38	18.47
ENSOMYG00000042707	ENSOMYT00000101376	0.00	1.65	4.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.06	0.00
ENSOMYG00000042708	ENSOMYT00000101386,ENSOMYT00000101392,ENSOMYT00000101396,ENSOMYT00000101399	1.27	0.23	0.40	0.04	0.24	0.00	0.00	0.66	0.11	0.05	0.06	0.13
ENSOMYG00000042709	ENSOMYT00000101517,ENSOMYT00000101524,ENSOMYT00000101534,ENSOMYT00000101553	667.23	589.85	402.24	301.31	216.43	304.91	472.49	1123.07	395.39	614.45	426.88	365.21
ENSOMYG00000042710	ENSOMYT00000101382,ENSOMYT00000129517,ENSOMYT00000136297	0.08	0.02	0.05	0.10	0.05	0.08	0.06	0.10	0.05	0.05	0.06	0.04
ENSOMYG00000042711	ENSOMYT00000101383,ENSOMYT00000101403,ENSOMYT00000101413	0.15	0.03	0.17	0.10	0.17	0.17	0.00	0.14	0.15	0.09	0.18	0.29
ENSOMYG00000042716	ENSOMYT00000101444,ENSOMYT00000101455,ENSOMYT00000101518	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042718	ENSOMYT00000101395	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042719	ENSOMYT00000046919,ENSOMYT00000047104,ENSOMYT00000103429,ENSOMYT00000103541,ENSOMYT00000103715,ENSOMYT00000103721,ENSOMYT00000103739,ENSOMYT00000103744,ENSOMYT00000103759	0.35	0.05	0.09	0.07	0.00	0.03	0.04	0.05	0.05	0.01	0.00	0.13
ENSOMYG00000042720	ENSOMYT00000101400,ENSOMYT00000101415	8.49	7.72	6.69	9.10	3.65	8.07	11.40	10.08	8.26	6.00	8.43	6.63
ENSOMYG00000042721	ENSOMYT00000101476,ENSOMYT00000101480,ENSOMYT00000101493,ENSOMYT00000129286	3.18	0.69	2.09	2.06	0.82	2.21	2.11	2.25	2.83	0.95	1.51	0.95
ENSOMYG00000042722	ENSOMYT00000101420	0.81	0.55	0.98	0.38	0.80	0.65	0.49	0.86	0.68	0.59	1.06	1.50
ENSOMYG00000042723	ENSOMYT00000101419	0.46	0.48	0.72	0.12	0.27	0.47	0.16	0.19	0.24	0.34	0.17	0.14
ENSOMYG00000042724	ENSOMYT00000048630,ENSOMYT00000101426,ENSOMYT00000101431,ENSOMYT00000101433,ENSOMYT00000101436,ENSOMYT00000101439,ENSOMYT00000116709,ENSOMYT00000126327,ENSOMYT00000131554,ENSOMYT00000159306	0.05	1.79	0.89	4.79	0.80	0.05	0.00	0.62	0.00	0.00	0.00	0.04
ENSOMYG00000042725	ENSOMYT00000101424	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042726	ENSOMYT00000101795,ENSOMYT00000101804,ENSOMYT00000101815,ENSOMYT00000101820,ENSOMYT00000120714,ENSOMYT00000123926,ENSOMYT00000140939,ENSOMYT00000145937	8.20	5.55	8.08	6.84	1.89	6.86	7.50	8.15	4.02	4.29	7.01	5.28
ENSOMYG00000042727	ENSOMYT00000101457,ENSOMYT00000101470,ENSOMYT00000101474,ENSOMYT00000101477	18.07	14.03	15.22	10.66	7.77	10.59	13.29	13.03	8.07	7.74	8.34	9.73
ENSOMYG00000042728	ENSOMYT00000015816,ENSOMYT00000101441	9.65	8.28	6.97	6.94	5.46	8.04	6.62	4.67	6.68	4.43	5.44	4.62
ENSOMYG00000042729	ENSOMYT00000101451,ENSOMYT00000101464,ENSOMYT00000101467	176.10	149.66	166.34	160.86	135.31	147.99	142.33	169.13	152.64	133.94	161.57	135.30
ENSOMYG00000042730	ENSOMYT00000101724,ENSOMYT00000101732,ENSOMYT00000101735,ENSOMYT00000101737,ENSOMYT00000101743	0.23	0.21	0.33	0.26	0.11	0.20	0.16	0.10	0.00	0.03	0.05	0.00
ENSOMYG00000042732	ENSOMYT00000101537,ENSOMYT00000102088,ENSOMYT00000102099,ENSOMYT00000102103,ENSOMYT00000102110,ENSOMYT00000102115,ENSOMYT00000102121,ENSOMYT00000102129,ENSOMYT00000102135,ENSOMYT00000102138	1.03	1.20	0.77	0.88	0.25	0.82	0.46	0.06	0.16	0.54	0.35	0.31
ENSOMYG00000042733	ENSOMYT00000101647,ENSOMYT00000101653,ENSOMYT00000101669,ENSOMYT00000101690,ENSOMYT00000118191	4.11	2.78	4.53	1.50	1.70	2.53	0.73	0.61	0.65	0.22	0.63	2.89
ENSOMYG00000042734	ENSOMYT00000102428,ENSOMYT00000102446,ENSOMYT00000102467,ENSOMYT00000102503	5.42	2.68	3.07	2.96	2.58	2.42	2.91	2.07	3.21	1.16	1.36	1.84
ENSOMYG00000042735	ENSOMYT00000101475,ENSOMYT00000101479,ENSOMYT00000101487	16.50	17.80	17.97	15.16	12.48	14.68	23.47	26.01	28.98	15.35	22.22	12.06
ENSOMYG00000042736	ENSOMYT00000101488	13.25	9.38	12.77	7.75	8.85	10.64	5.26	10.04	5.39	7.14	6.57	5.87
ENSOMYG00000042737	ENSOMYT00000101484	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042738	ENSOMYT00000101501	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042741	ENSOMYT00000101857,ENSOMYT00000101888,ENSOMYT00000101946,ENSOMYT00000153721	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042742	ENSOMYT00000101509	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042744	ENSOMYT00000101523	43.82	40.74	42.21	47.24	37.14	48.70	51.54	64.59	52.36	40.27	47.45	43.92
ENSOMYG00000042745	ENSOMYT00000101516,ENSOMYT00000101522	2.58	0.89	1.00	1.16	0.78	1.15	0.64	0.66	0.20	0.31	0.47	0.96
ENSOMYG00000042746	ENSOMYT00000101519	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042747	ENSOMYT00000102020,ENSOMYT00000102028,ENSOMYT00000102044,ENSOMYT00000102058,ENSOMYT00000102067,ENSOMYT00000102256,ENSOMYT00000102352,ENSOMYT00000102392,ENSOMYT00000102409,ENSOMYT00000102468	0.00	0.04	0.04	0.03	0.00	0.12	0.03	0.00	0.00	0.00	0.03	0.00
ENSOMYG00000042748	ENSOMYT00000101521,ENSOMYT00000101526	2.88	1.98	1.77	2.33	1.06	2.50	0.79	0.67	1.34	0.62	0.95	0.87
ENSOMYG00000042749	ENSOMYT00000101529,ENSOMYT00000101532	43.99	48.01	41.93	33.49	31.55	38.02	49.10	51.60	49.36	39.46	44.49	33.83
ENSOMYG00000042750	ENSOMYT00000101527	0.90	0.62	0.35	0.48	0.74	1.15	0.28	0.23	0.51	0.09	0.14	0.12
ENSOMYG00000042751	ENSOMYT00000101548	72.82	67.27	40.32	39.98	28.00	23.82	38.25	14.39	25.86	49.80	200.85	142.73
ENSOMYG00000042752	ENSOMYT00000101528	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042753	ENSOMYT00000101542,ENSOMYT00000154343	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042754	ENSOMYT00000101541	41.83	35.85	29.56	26.09	37.19	41.48	41.89	42.35	42.72	42.43	34.43	27.94
ENSOMYG00000042755	ENSOMYT00000101619,ENSOMYT00000101628,ENSOMYT00000101636,ENSOMYT00000101650,ENSOMYT00000101657,ENSOMYT00000101668,ENSOMYT00000101682,ENSOMYT00000101697,ENSOMYT00000101719,ENSOMYT00000101742	39.75	37.11	31.17	32.25	29.02	36.46	16.18	21.26	18.44	14.32	17.24	16.27
ENSOMYG00000042756	ENSOMYT00000101540	2.73	8.30	13.87	11.37	8.63	17.51	5.97	9.47	10.87	4.63	10.01	6.37
ENSOMYG00000042757	ENSOMYT00000101552	10.58	9.49	9.97	5.29	4.67	6.22	4.82	4.88	3.36	2.86	4.10	3.29
ENSOMYG00000042758	ENSOMYT00000101545	0.00	0.20	0.06	0.06	0.16	0.05	0.00	0.00	0.00	0.00	0.29	0.07
ENSOMYG00000042759	ENSOMYT00000101550	1.25	0.26	0.57	0.14	0.07	0.42	1.03	0.21	0.72	0.25	0.38	0.60
ENSOMYG00000042760	ENSOMYT00000103496,ENSOMYT00000103507,ENSOMYT00000103521,ENSOMYT00000103527,ENSOMYT00000103533,ENSOMYT00000103539,ENSOMYT00000103589,ENSOMYT00000103654,ENSOMYT00000103799,ENSOMYT00000103804	1.42	0.92	0.95	0.84	0.76	1.33	0.87	0.56	1.61	0.26	0.30	0.56
ENSOMYG00000042761	ENSOMYT00000101555	0.00	0.05	0.00	0.08	0.08	0.00	0.00	0.00	0.00	0.07	0.04	0.00
ENSOMYG00000042762	ENSOMYT00000068836,ENSOMYT00000101781,ENSOMYT00000101786,ENSOMYT00000101788,ENSOMYT00000101791,ENSOMYT00000152631,ENSOMYT00000159220	17.36	17.00	24.50	17.18	11.53	17.47	27.56	31.15	30.99	15.88	30.40	14.00
ENSOMYG00000042764	ENSOMYT00000101578	0.41	0.16	0.17	0.09	0.11	0.11	0.07	0.13	0.09	0.04	0.09	0.24
ENSOMYG00000042767	ENSOMYT00000101568,ENSOMYT00000101588	5.97	13.96	6.50	4.09	22.33	3.37	3.11	2.14	4.88	5.97	3.12	12.25
ENSOMYG00000042768	ENSOMYT00000101575	2.57	1.90	0.89	1.25	0.96	0.58	1.08	1.72	1.31	0.91	1.58	1.02
ENSOMYG00000042769	ENSOMYT00000101582	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.17
ENSOMYG00000042771	ENSOMYT00000101573	0.15	0.00	0.56	0.00	0.40	0.52	0.00	0.00	0.00	0.07	0.09	0.78
ENSOMYG00000042772	ENSOMYT00000101574,ENSOMYT00000101583,ENSOMYT00000133032,ENSOMYT00000161045	0.00	0.00	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042773	ENSOMYT00000101594,ENSOMYT00000101601	0.08	0.03	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042774	ENSOMYT00000101589,ENSOMYT00000101600	54.24	60.18	71.54	57.63	50.27	51.32	92.41	107.90	94.83	43.16	56.61	48.12
ENSOMYG00000042776	ENSOMYT00000101592	0.00	0.00	0.08	0.07	0.07	0.00	0.14	0.00	0.07	0.00	0.00	0.16
ENSOMYG00000042777	ENSOMYT00000101591	1.60	0.94	1.21	0.90	0.64	0.81	1.09	0.51	1.05	0.53	1.71	1.62
ENSOMYG00000042778	ENSOMYT00000101605	6.79	12.41	7.02	7.13	8.20	6.71	5.99	1.62	3.61	3.06	3.77	7.54
ENSOMYG00000042779	ENSOMYT00000101597	63.46	148.54	85.54	51.53	223.92	53.46	28.65	0.00	123.66	72.15	37.16	187.48
ENSOMYG00000042780	ENSOMYT00000101670,ENSOMYT00000101692,ENSOMYT00000101700,ENSOMYT00000101705,ENSOMYT00000101711,ENSOMYT00000101726,ENSOMYT00000101731,ENSOMYT00000121311,ENSOMYT00000159380	17.71	19.12	19.40	7.30	15.25	17.61	11.99	22.01	9.11	10.32	12.57	11.83
ENSOMYG00000042781	ENSOMYT00000101623,ENSOMYT00000101633,ENSOMYT00000101648,ENSOMYT00000127956	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.04
ENSOMYG00000042783	ENSOMYT00000101610,ENSOMYT00000101620,ENSOMYT00000101630,ENSOMYT00000135536	2.86	2.95	3.22	3.78	2.87	5.81	1.30	1.75	1.18	2.06	2.71	3.01
ENSOMYG00000042784	ENSOMYT00000103047,ENSOMYT00000103059,ENSOMYT00000103093,ENSOMYT00000103112,ENSOMYT00000103183,ENSOMYT00000103191	75.52	75.24	34.14	36.71	33.55	24.20	29.95	44.47	50.73	49.03	28.10	44.22
ENSOMYG00000042785	ENSOMYT00000101607	107.82	121.91	103.90	119.83	114.93	104.00	134.16	122.06	69.96	89.22	167.54	209.72
ENSOMYG00000042788	ENSOMYT00000101614	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042789	ENSOMYT00000101621	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.00	0.00	0.00
ENSOMYG00000042790	ENSOMYT00000101681	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042792	ENSOMYT00000101739,ENSOMYT00000101751,ENSOMYT00000101767	5.76	7.49	6.86	5.51	3.80	5.73	7.37	5.92	7.32	3.84	5.62	5.33
ENSOMYG00000042793	ENSOMYT00000101626	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.00
ENSOMYG00000042796	ENSOMYT00000101641	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042797	ENSOMYT00000101637	0.00	0.09	0.00	0.00	0.15	0.22	0.08	0.00	0.00	0.06	0.08	0.00
ENSOMYG00000042798	ENSOMYT00000101674	14.96	11.08	12.98	8.96	8.14	10.41	5.01	6.25	10.62	5.95	6.14	8.13
ENSOMYG00000042799	ENSOMYT00000101645	1.04	1.83	0.90	0.96	0.62	0.08	0.74	0.70	0.95	1.24	0.58	0.66
ENSOMYG00000042802	ENSOMYT00000059556	394.69	450.56	424.17	300.31	341.93	290.35	572.98	659.41	401.30	181.47	530.63	267.71
ENSOMYG00000042803	ENSOMYT00000101666,ENSOMYT00000101688,ENSOMYT00000164196	46.02	48.81	48.63	28.78	30.33	37.28	58.20	71.27	64.76	36.85	49.80	29.13
ENSOMYG00000042804	ENSOMYT00000101658,ENSOMYT00000101664	0.24	0.31	0.57	0.63	0.08	0.54	0.34	0.24	0.46	0.11	0.09	0.20
ENSOMYG00000042805	ENSOMYT00000101665	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042806	ENSOMYT00000101661	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	80.80	0.00	0.00
ENSOMYG00000042807	ENSOMYT00000101678,ENSOMYT00000101693	170.83	172.47	188.65	160.60	116.13	150.23	241.19	251.23	222.38	169.13	229.80	153.11
ENSOMYG00000042808	ENSOMYT00000101672	0.00	0.00	0.00	19.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042809	ENSOMYT00000101671	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042810	ENSOMYT00000101676,ENSOMYT00000157012	14.39	12.61	8.66	7.35	8.40	7.82	4.76	2.39	5.31	2.50	2.89	10.30
ENSOMYG00000042812	ENSOMYT00000101677	0.29	0.00	0.00	0.00	0.38	0.00	0.41	0.00	0.40	0.00	0.00	0.23
ENSOMYG00000042815	ENSOMYT00000101699,ENSOMYT00000101701	14.56	22.86	12.39	20.48	7.12	9.89	2.06	0.75	4.42	3.44	3.08	4.05
ENSOMYG00000042816	ENSOMYT00000101706	1.10	2.40	1.82	1.72	3.69	1.67	2.14	1.66	1.23	2.12	1.88	2.58
ENSOMYG00000042817	ENSOMYT00000101709	0.00	0.00	0.00	0.06	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042818	ENSOMYT00000101717	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042819	ENSOMYT00000102100,ENSOMYT00000102116,ENSOMYT00000102126,ENSOMYT00000102151,ENSOMYT00000102165,ENSOMYT00000155242	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000042820	ENSOMYT00000101723	35.33	32.12	33.37	30.14	23.37	35.21	34.90	36.03	32.63	29.89	35.85	27.67
