gene_id	transcript_id(s)	RainbowTrout_RNA_DistalIntestine_Immature_Female_R1	RainbowTrout_RNA_DistalIntestine_Immature_Female_R2	RainbowTrout_RNA_DistalIntestine_Immature_Female_R3	RainbowTrout_RNA_DistalIntestine_Immature_Male_R1	RainbowTrout_RNA_DistalIntestine_Immature_Male_R2	RainbowTrout_RNA_DistalIntestine_Immature_Male_R3	RainbowTrout_RNA_DistalIntestine_Mature_Female_R1	RainbowTrout_RNA_DistalIntestine_Mature_Female_R2	RainbowTrout_RNA_DistalIntestine_Mature_Female_R3	RainbowTrout_RNA_DistalIntestine_Mature_Male_R1	RainbowTrout_RNA_DistalIntestine_Mature_Male_R2	RainbowTrout_RNA_DistalIntestine_Mature_Male_R3
ENSOMYG00000043980	ENSOMYT00000104983	42.60	19.54	22.78	18.69	64.33	19.69	67.91	50.10	70.64	30.58	20.65	23.15
ENSOMYG00000043981	ENSOMYT00000104984,ENSOMYT00000104990	32.60	24.08	19.30	18.13	29.32	16.49	24.38	20.14	24.77	20.45	17.43	28.93
ENSOMYG00000043982	ENSOMYT00000104985	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000043983	ENSOMYT00000104997,ENSOMYT00000105008	27.66	24.21	21.08	21.54	22.05	20.42	21.74	14.65	26.73	19.98	15.12	23.44
ENSOMYG00000043984	ENSOMYT00000104987	7.17	18.69	10.45	15.62	2.86	18.32	5.04	3.86	3.67	15.67	15.18	10.50
ENSOMYG00000043985	ENSOMYT00000104988	3.86	3.45	1.98	1.30	0.00	4.10	1.14	1.70	0.53	4.84	4.64	10.22
ENSOMYG00000043987	ENSOMYT00000104995	8.63	6.35	6.08	6.00	8.89	6.84	8.52	5.80	9.22	6.63	5.62	7.83
ENSOMYG00000043988	ENSOMYT00000105009	4.66	5.44	4.80	5.89	1.84	5.77	3.90	4.77	3.99	7.19	14.16	9.80
ENSOMYG00000043989	ENSOMYT00000105003	1.33	0.06	0.39	0.05	1.41	0.26	0.48	0.52	0.40	0.18	0.13	0.40
ENSOMYG00000043991	ENSOMYT00000030381,ENSOMYT00000105030,ENSOMYT00000126835	1.88	1.24	0.06	0.68	0.95	0.45	2.04	0.86	4.24	2.69	1.08	2.50
ENSOMYG00000043992	ENSOMYT00000105005	9.12	9.89	12.28	10.40	8.38	13.27	7.77	6.58	9.10	9.03	9.34	10.62
ENSOMYG00000043993	ENSOMYT00000105621,ENSOMYT00000105731,ENSOMYT00000105782,ENSOMYT00000105789,ENSOMYT00000121951,ENSOMYT00000159093	10.49	12.60	14.01	10.70	7.73	11.81	11.27	5.62	7.41	6.87	6.38	11.59
ENSOMYG00000043994	ENSOMYT00000105016,ENSOMYT00000119963	3.49	1.70	1.42	1.20	1.24	2.67	3.20	2.45	2.51	4.79	7.43	7.86
ENSOMYG00000043995	ENSOMYT00000105013	6.23	3.38	6.18	5.34	19.21	3.64	7.53	6.60	10.29	8.78	2.83	6.16
ENSOMYG00000043996	ENSOMYT00000105015	10.15	2.62	2.83	1.38	10.89	2.10	3.55	5.29	2.59	4.52	0.85	1.10
ENSOMYG00000043998	ENSOMYT00000105029	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.18
ENSOMYG00000043999	ENSOMYT00000105025	1.44	0.82	1.66	1.17	4.51	0.38	2.55	2.36	0.72	0.64	0.60	1.73
ENSOMYG00000044000	ENSOMYT00000107090,ENSOMYT00000107104,ENSOMYT00000107110,ENSOMYT00000107122,ENSOMYT00000107139,ENSOMYT00000107148,ENSOMYT00000107179,ENSOMYT00000118942,ENSOMYT00000158908,ENSOMYT00000165964	26.96	24.66	30.35	20.45	22.68	25.36	28.94	22.12	32.60	17.76	13.21	17.42
ENSOMYG00000044001	ENSOMYT00000105032	0.49	0.00	0.46	0.00	0.00	0.19	0.12	0.06	0.00	0.07	0.16	0.00
ENSOMYG00000044002	ENSOMYT00000105050,ENSOMYT00000105055	0.39	0.27	0.25	0.00	0.00	0.00	0.41	0.05	0.19	0.07	0.00	0.00
ENSOMYG00000044004	ENSOMYT00000105637,ENSOMYT00000106262	3.87	0.84	1.44	0.42	3.56	0.10	1.99	0.95	0.32	0.24	0.33	0.87
ENSOMYG00000044006	ENSOMYT00000105165,ENSOMYT00000105192,ENSOMYT00000105204,ENSOMYT00000105224,ENSOMYT00000105238,ENSOMYT00000128106,ENSOMYT00000165537	2.55	0.40	0.18	0.13	0.39	0.24	0.16	0.34	0.42	0.16	0.15	2.37
ENSOMYG00000044007	ENSOMYT00000105039	5.46	4.53	2.71	3.92	3.77	3.17	2.86	1.99	2.82	4.29	2.79	5.91
ENSOMYG00000044009	ENSOMYT00000105058,ENSOMYT00000105066	0.48	0.00	0.00	0.00	0.00	0.00	0.06	0.06	0.06	0.41	0.62	0.09
ENSOMYG00000044010	ENSOMYT00000105049	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000044011	ENSOMYT00000105052	12.38	9.62	9.69	10.43	10.39	8.54	11.57	9.76	13.04	7.04	8.63	10.16
ENSOMYG00000044012	ENSOMYT00000105056	10.28	8.49	14.57	8.38	12.09	11.61	9.96	8.76	10.37	6.24	4.99	7.25
ENSOMYG00000044013	ENSOMYT00000105060	4.89	4.87	5.27	3.06	6.34	4.40	5.40	4.92	5.65	4.86	6.68	7.29
ENSOMYG00000044014	ENSOMYT00000105083,ENSOMYT00000105094,ENSOMYT00000105104,ENSOMYT00000105121	2.91	2.76	2.59	0.96	4.12	2.56	3.66	3.48	4.25	2.24	2.67	2.82
ENSOMYG00000044015	ENSOMYT00000105075,ENSOMYT00000105080,ENSOMYT00000105087	1.25	0.67	0.22	0.60	1.34	0.71	1.25	0.95	1.16	1.27	1.90	2.88
ENSOMYG00000044016	ENSOMYT00000106024,ENSOMYT00000106034,ENSOMYT00000106042,ENSOMYT00000106054,ENSOMYT00000106071,ENSOMYT00000106079	5.80	1.63	1.29	1.28	2.69	1.51	1.28	1.90	2.59	0.88	1.63	3.17
ENSOMYG00000044017	ENSOMYT00000105072,ENSOMYT00000116166,ENSOMYT00000140677,ENSOMYT00000148848	0.21	0.00	0.00	0.00	0.31	0.00	0.00	0.11	0.46	0.18	0.00	0.00
ENSOMYG00000044018	ENSOMYT00000108650,ENSOMYT00000108952,ENSOMYT00000108962,ENSOMYT00000108966,ENSOMYT00000108972,ENSOMYT00000108981,ENSOMYT00000109006,ENSOMYT00000109112,ENSOMYT00000109292,ENSOMYT00000109340	23.11	9.15	5.74	4.05	17.87	3.90	8.42	11.11	13.07	6.01	6.94	15.32
ENSOMYG00000044021	ENSOMYT00000105181,ENSOMYT00000105201,ENSOMYT00000105216,ENSOMYT00000105218	19.72	21.59	22.39	20.70	13.16	29.16	23.14	15.81	18.39	21.89	26.60	23.35
ENSOMYG00000044024	ENSOMYT00000105186,ENSOMYT00000105194,ENSOMYT00000105198,ENSOMYT00000105205,ENSOMYT00000105206,ENSOMYT00000124460	23.91	19.00	16.39	26.95	19.44	18.61	18.50	13.04	18.74	18.63	30.93	28.69
ENSOMYG00000044027	ENSOMYT00000108990,ENSOMYT00000109018,ENSOMYT00000109022,ENSOMYT00000109041,ENSOMYT00000109133,ENSOMYT00000109144,ENSOMYT00000109151,ENSOMYT00000109160,ENSOMYT00000109173	19.58	13.82	12.74	8.27	14.62	11.54	10.45	7.84	5.75	12.73	14.40	24.35
ENSOMYG00000044030	ENSOMYT00000105098	22.21	15.49	18.17	19.43	20.93	16.24	18.58	13.56	20.02	18.54	15.95	19.98
ENSOMYG00000044031	ENSOMYT00000105124	0.00	1.51	0.00	0.06	0.00	0.56	0.09	0.11	0.00	0.07	0.00	0.00
ENSOMYG00000044033	ENSOMYT00000105102,ENSOMYT00000105106	7.57	9.98	9.76	3.58	5.47	6.91	12.98	8.79	10.08	19.37	9.53	38.21
ENSOMYG00000044035	ENSOMYT00000105140,ENSOMYT00000105163,ENSOMYT00000105167	14.74	12.08	4.80	3.47	1.76	10.25	1.69	3.65	1.83	19.34	23.52	32.96
ENSOMYG00000044037	ENSOMYT00000107137,ENSOMYT00000107150,ENSOMYT00000107222,ENSOMYT00000107233,ENSOMYT00000107300	6.31	4.49	5.58	3.87	4.10	4.51	7.72	6.32	10.26	10.85	3.00	5.50
ENSOMYG00000044039	ENSOMYT00000105115	0.72	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000044040	ENSOMYT00000080309,ENSOMYT00000080409,ENSOMYT00000105128,ENSOMYT00000105138	14.59	10.93	8.84	7.17	14.03	7.57	14.52	10.54	14.06	9.28	8.53	15.32
ENSOMYG00000044044	ENSOMYT00000105123	0.00	0.00	0.19	0.00	0.00	0.00	0.00	0.08	0.19	0.00	0.00	0.40
ENSOMYG00000044045	ENSOMYT00000105127	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000044046	ENSOMYT00000105492,ENSOMYT00000105672,ENSOMYT00000105712,ENSOMYT00000105758	0.00	0.27	0.00	0.89	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000044048	ENSOMYT00000105130	0.93	0.27	0.92	0.78	0.61	1.33	0.39	0.07	0.34	0.35	0.20	0.36
ENSOMYG00000044049	ENSOMYT00000105249,ENSOMYT00000105263,ENSOMYT00000105278,ENSOMYT00000105280,ENSOMYT00000105286,ENSOMYT00000122133	2.56	0.52	1.04	1.11	4.05	0.12	2.22	0.66	3.10	0.54	0.56	0.38
ENSOMYG00000044050	ENSOMYT00000105136	1.71	1.83	3.85	5.47	0.83	1.19	2.63	2.97	1.94	2.81	3.98	4.38
ENSOMYG00000044051	ENSOMYT00000105141,ENSOMYT00000105148,ENSOMYT00000145929	0.46	0.00	0.00	0.00	0.38	0.00	0.78	0.53	1.06	0.06	0.00	0.27
ENSOMYG00000044052	ENSOMYT00000105144	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000044053	ENSOMYT00000105146	0.41	0.59	1.20	2.00	0.00	1.59	0.88	0.56	0.84	2.33	2.23	2.90
ENSOMYG00000044054	ENSOMYT00000105231,ENSOMYT00000105237,ENSOMYT00000105245,ENSOMYT00000105253,ENSOMYT00000124737	6.88	8.34	7.16	6.60	8.37	6.68	8.12	5.54	7.83	7.36	5.26	6.53
ENSOMYG00000044061	ENSOMYT00000105159	0.00	0.00	0.00	1.39	1.85	0.57	0.00	1.85	0.00	0.00	0.00	2.74
ENSOMYG00000044062	ENSOMYT00000105162	0.49	0.27	0.00	0.00	0.06	0.00	0.37	0.51	0.25	0.00	0.06	0.00
ENSOMYG00000044065	ENSOMYT00000105170	0.24	1.66	0.16	0.48	0.07	0.97	0.03	0.39	0.01	0.77	0.93	4.43
ENSOMYG00000044069	ENSOMYT00000105189,ENSOMYT00000105215	4.45	4.71	2.15	2.10	4.88	3.41	3.94	2.43	2.45	3.15	2.57	4.15
ENSOMYG00000044070	ENSOMYT00000105188	1.60	6.29	2.91	6.03	1.99	6.79	1.37	0.37	0.18	2.27	3.79	5.01
ENSOMYG00000044071	ENSOMYT00000106852,ENSOMYT00000106884,ENSOMYT00000106897,ENSOMYT00000106928,ENSOMYT00000106930,ENSOMYT00000106932,ENSOMYT00000106935,ENSOMYT00000106941,ENSOMYT00000106950	0.53	2.58	0.82	1.29	4.35	0.53	2.96	1.56	2.42	1.48	0.42	0.41
ENSOMYG00000044072	ENSOMYT00000105348,ENSOMYT00000105385,ENSOMYT00000105467,ENSOMYT00000105474,ENSOMYT00000105485,ENSOMYT00000105495,ENSOMYT00000105501	10.38	8.04	4.23	3.95	11.02	2.68	7.41	4.24	16.56	7.91	0.78	4.04
ENSOMYG00000044076	ENSOMYT00000105197	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000044077	ENSOMYT00000105185	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000044079	ENSOMYT00000106650,ENSOMYT00000106677,ENSOMYT00000106739,ENSOMYT00000106760,ENSOMYT00000106782	5.07	5.54	3.47	2.21	1.97	5.87	2.93	2.45	3.82	2.84	2.72	6.31
ENSOMYG00000044083	ENSOMYT00000105199	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000044084	ENSOMYT00000105203	3.30	5.04	2.65	1.28	3.83	2.48	3.41	1.72	2.05	3.66	1.83	4.71
ENSOMYG00000044085	ENSOMYT00000105209	3.15	5.76	3.76	1.98	2.83	4.73	3.80	3.51	2.93	5.22	1.47	7.62
ENSOMYG00000044086	ENSOMYT00000105214	3.18	3.26	4.12	4.73	4.48	5.20	5.01	3.37	4.87	4.65	3.72	4.96
ENSOMYG00000044087	ENSOMYT00000105225,ENSOMYT00000105229,ENSOMYT00000105239,ENSOMYT00000105259,ENSOMYT00000105273,ENSOMYT00000121102,ENSOMYT00000129139,ENSOMYT00000139171,ENSOMYT00000158972	31.50	52.09	45.00	38.97	29.82	58.69	26.77	20.42	22.59	21.96	20.96	25.44
ENSOMYG00000044088	ENSOMYT00000105221	27.73	26.59	17.78	26.65	22.01	27.60	19.81	16.27	21.22	13.43	15.74	16.23
ENSOMYG00000044089	ENSOMYT00000105219	9.00	6.90	8.91	6.77	5.94	4.42	13.74	9.66	6.90	8.93	5.69	18.05
ENSOMYG00000044090	ENSOMYT00000106853,ENSOMYT00000106887,ENSOMYT00000106933,ENSOMYT00000106976	0.29	0.00	0.00	0.00	0.00	0.27	0.00	0.00	0.00	0.00	0.00	0.08
ENSOMYG00000044091	ENSOMYT00000105226	0.17	0.24	0.04	0.00	0.27	0.33	0.13	0.15	0.00	0.00	0.00	0.00
ENSOMYG00000044093	ENSOMYT00000105233	0.75	0.43	0.25	0.05	0.12	0.28	0.33	0.13	0.51	0.32	0.24	0.07
ENSOMYG00000044094	ENSOMYT00000105251,ENSOMYT00000105257	1.74	0.35	0.11	0.10	1.86	0.70	0.51	0.83	0.11	0.68	0.13	0.92
ENSOMYG00000044095	ENSOMYT00000075014,ENSOMYT00000105241	3.38	3.62	2.38	1.82	2.60	2.22	3.23	1.98	2.44	2.46	3.29	4.46
ENSOMYG00000044096	ENSOMYT00000105243,ENSOMYT00000105248,ENSOMYT00000105255	26.65	35.25	29.67	38.16	16.49	26.88	31.16	29.06	33.48	39.98	50.77	39.80
ENSOMYG00000044097	ENSOMYT00000105242,ENSOMYT00000105254,ENSOMYT00000105264	13.16	13.95	11.95	12.89	14.04	10.48	15.18	12.95	16.89	9.49	8.14	9.33
ENSOMYG00000044098	ENSOMYT00000105252	0.07	0.00	0.06	0.00	0.00	0.00	0.03	0.00	0.06	0.00	0.10	0.00
ENSOMYG00000044099	ENSOMYT00000105293,ENSOMYT00000105345,ENSOMYT00000105353,ENSOMYT00000105381,ENSOMYT00000105387,ENSOMYT00000105390,ENSOMYT00000121178,ENSOMYT00000144437	9.54	9.70	6.31	4.76	5.69	7.44	8.61	5.68	7.85	5.19	4.98	7.77
ENSOMYG00000044101	ENSOMYT00000105365,ENSOMYT00000105372,ENSOMYT00000105376	0.28	0.37	0.28	0.26	0.08	0.12	0.09	0.00	0.19	0.17	0.19	0.59
ENSOMYG00000044102	ENSOMYT00000105266	1.97	4.54	1.42	1.74	5.81	2.39	4.99	1.22	4.15	2.72	1.43	1.42
ENSOMYG00000044105	ENSOMYT00000027629,ENSOMYT00000027633,ENSOMYT00000164405	0.95	0.83	0.97	0.98	1.96	0.72	1.44	0.54	0.50	0.30	0.08	0.50
ENSOMYG00000044106	ENSOMYT00000105283	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.00	0.00
ENSOMYG00000044107	ENSOMYT00000105285,ENSOMYT00000105295	60.49	137.73	105.73	139.74	63.16	149.77	119.63	146.83	158.86	181.21	0.93	52.17
ENSOMYG00000044108	ENSOMYT00000084464,ENSOMYT00000084496,ENSOMYT00000105504,ENSOMYT00000105554,ENSOMYT00000105568,ENSOMYT00000105573,ENSOMYT00000105588,ENSOMYT00000105640,ENSOMYT00000105647,ENSOMYT00000105652	4.21	2.43	0.99	0.63	2.30	1.55	1.23	0.75	0.65	1.00	0.25	1.63
ENSOMYG00000044109	ENSOMYT00000105284	19.67	19.44	17.83	11.13	8.95	18.56	13.39	11.49	16.99	5.71	15.72	10.35
ENSOMYG00000044110	ENSOMYT00000094208,ENSOMYT00000108488,ENSOMYT00000108695,ENSOMYT00000108698,ENSOMYT00000108730,ENSOMYT00000108823,ENSOMYT00000108861,ENSOMYT00000108884,ENSOMYT00000108953,ENSOMYT00000109080	4.45	1.55	1.52	0.30	3.23	1.81	2.88	2.90	3.41	2.71	1.66	3.95
ENSOMYG00000044111	ENSOMYT00000105287,ENSOMYT00000105294	3.21	3.72	2.74	2.19	4.32	3.18	3.81	2.78	3.33	2.41	2.61	3.43
ENSOMYG00000044112	ENSOMYT00000105291,ENSOMYT00000105303	26.78	15.99	12.04	9.81	22.26	15.86	16.70	14.41	23.82	11.06	10.51	7.18
ENSOMYG00000044114	ENSOMYT00000105315,ENSOMYT00000105333,ENSOMYT00000105334,ENSOMYT00000105339	7.92	3.45	2.14	1.08	4.24	3.65	5.75	6.04	5.30	6.14	6.32	8.70
ENSOMYG00000044115	ENSOMYT00000105296	0.25	0.14	0.02	0.00	0.06	0.02	0.00	0.08	0.08	0.00	0.00	0.04
ENSOMYG00000044116	ENSOMYT00000105297	12.73	29.43	12.28	14.94	1.93	24.02	3.31	5.27	2.20	17.72	38.38	34.31
ENSOMYG00000044117	ENSOMYT00000105298,ENSOMYT00000129390,ENSOMYT00000163770	49.63	24.05	16.01	13.85	34.33	13.78	13.05	18.09	20.33	6.85	11.40	18.54
ENSOMYG00000044118	ENSOMYT00000105299	0.00	0.00	0.00	0.00	0.04	0.00	0.03	0.03	0.00	0.00	0.05	0.00
ENSOMYG00000044119	ENSOMYT00000105306	2.64	1.23	1.77	0.75	2.09	1.31	1.98	2.45	2.19	2.39	1.16	2.36
ENSOMYG00000044120	ENSOMYT00000105301	5.01	5.54	4.00	4.58	2.88	4.97	2.54	3.31	3.32	2.24	1.81	2.16
ENSOMYG00000044122	ENSOMYT00000105320,ENSOMYT00000105325	7.81	8.24	6.78	3.99	7.89	9.64	4.44	4.48	5.97	5.21	4.61	4.11
ENSOMYG00000044124	ENSOMYT00000105311,ENSOMYT00000105317,ENSOMYT00000146284,ENSOMYT00000167437	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000044125	ENSOMYT00000105808,ENSOMYT00000105816,ENSOMYT00000105827,ENSOMYT00000105829,ENSOMYT00000105832	10.00	5.24	3.78	5.10	3.95	6.23	7.95	2.97	6.69	5.79	5.14	6.62
ENSOMYG00000044126	ENSOMYT00000105314	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000044127	ENSOMYT00000105319	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.55	0.00	0.00
ENSOMYG00000044128	ENSOMYT00000107401,ENSOMYT00000107457,ENSOMYT00000107504,ENSOMYT00000107551,ENSOMYT00000107566,ENSOMYT00000107593,ENSOMYT00000107650,ENSOMYT00000107677,ENSOMYT00000107682,ENSOMYT00000107718	0.00	0.28	0.30	0.00	0.14	0.00	0.05	0.11	0.08	0.00	0.00	0.05
ENSOMYG00000044129	ENSOMYT00000105322	59.66	34.17	23.80	23.87	38.60	17.13	40.55	37.29	28.70	38.05	34.55	73.54
ENSOMYG00000044130	ENSOMYT00000105337,ENSOMYT00000117643,ENSOMYT00000126798,ENSOMYT00000160532	3.39	2.77	3.79	2.54	2.54	2.96	3.83	2.02	4.78	2.98	2.07	3.42
ENSOMYG00000044131	ENSOMYT00000105343,ENSOMYT00000105352,ENSOMYT00000105369,ENSOMYT00000105383,ENSOMYT00000105430,ENSOMYT00000105447,ENSOMYT00000105453,ENSOMYT00000105464,ENSOMYT00000105477	5.57	4.90	4.51	2.96	5.13	3.13	5.10	3.30	5.50	3.92	2.58	5.71
ENSOMYG00000044133	ENSOMYT00000107946,ENSOMYT00000108011,ENSOMYT00000108031,ENSOMYT00000108034,ENSOMYT00000108038,ENSOMYT00000108100,ENSOMYT00000108197,ENSOMYT00000108211	0.48	0.07	0.19	0.00	0.00	0.06	0.11	0.22	0.06	0.14	0.00	0.79
ENSOMYG00000044135	ENSOMYT00000105335	0.04	0.10	0.00	0.00	0.04	0.00	0.08	0.08	0.06	0.00	0.00	0.00
ENSOMYG00000044136	ENSOMYT00000108949,ENSOMYT00000108963,ENSOMYT00000108973,ENSOMYT00000108985,ENSOMYT00000109050,ENSOMYT00000109199,ENSOMYT00000109232,ENSOMYT00000109285,ENSOMYT00000109313,ENSOMYT00000159182	7.34	3.63	2.20	1.18	3.59	2.48	3.93	4.30	3.50	4.28	3.74	9.21
ENSOMYG00000044137	ENSOMYT00000105344	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000044139	ENSOMYT00000105575,ENSOMYT00000105590	0.75	0.18	0.27	0.43	0.36	0.09	0.69	0.14	0.61	0.07	0.08	0.00
ENSOMYG00000044140	ENSOMYT00000105349	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000044141	ENSOMYT00000105350	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000044142	ENSOMYT00000105356,ENSOMYT00000105360,ENSOMYT00000105368,ENSOMYT00000105378	7.74	16.79	16.13	15.74	5.81	22.39	14.85	8.44	7.98	33.26	37.95	49.57
ENSOMYG00000044143	ENSOMYT00000105355	11.05	16.36	7.37	9.24	1.61	9.77	5.08	6.00	2.71	19.72	36.85	33.53
ENSOMYG00000044144	ENSOMYT00000057750,ENSOMYT00000107293,ENSOMYT00000107319,ENSOMYT00000107355,ENSOMYT00000107367,ENSOMYT00000107380,ENSOMYT00000107384,ENSOMYT00000107388,ENSOMYT00000107418,ENSOMYT00000107446	1.22	0.33	0.42	0.13	1.71	0.26	0.37	0.27	0.64	0.10	0.00	0.07
ENSOMYG00000044146	ENSOMYT00000105602	0.15	0.13	0.13	0.12	0.31	0.00	0.24	0.54	1.15	0.00	0.30	0.71
ENSOMYG00000044147	ENSOMYT00000105373	3.97	0.94	1.44	0.92	6.39	0.81	2.50	2.52	3.13	1.78	1.04	1.74
ENSOMYG00000044148	ENSOMYT00000105377	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000044149	ENSOMYT00000105394,ENSOMYT00000105397,ENSOMYT00000105400	14.07	12.43	9.04	10.92	13.46	10.90	6.30	7.41	9.74	10.64	5.52	8.31
ENSOMYG00000044150	ENSOMYT00000105379,ENSOMYT00000105382,ENSOMYT00000105386,ENSOMYT00000105388	0.11	1.56	0.39	0.86	0.33	1.57	1.18	0.31	0.09	1.63	1.68	1.92
ENSOMYG00000044151	ENSOMYT00000105384,ENSOMYT00000105391,ENSOMYT00000105395	157.67	103.45	88.28	110.50	90.39	75.27	227.76	215.79	156.64	202.82	146.34	165.73
ENSOMYG00000044153	ENSOMYT00000105389,ENSOMYT00000105393	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000044154	ENSOMYT00000105425,ENSOMYT00000105433,ENSOMYT00000105434	1.66	0.40	0.17	0.41	0.47	0.75	0.31	0.83	0.31	2.18	0.20	0.95
ENSOMYG00000044156	ENSOMYT00000105893,ENSOMYT00000106049,ENSOMYT00000106090,ENSOMYT00000106236,ENSOMYT00000106237,ENSOMYT00000106247,ENSOMYT00000106253,ENSOMYT00000106257,ENSOMYT00000106269,ENSOMYT00000106280	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000044158	ENSOMYT00000105398,ENSOMYT00000105401,ENSOMYT00000156074	6.49	1.53	3.11	3.08	9.29	0.88	3.34	3.49	4.92	1.97	1.16	2.15
ENSOMYG00000044159	ENSOMYT00000105399	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.52	0.00	0.00
ENSOMYG00000044160	ENSOMYT00000105403,ENSOMYT00000105456	19.17	41.81	17.60	28.61	12.34	25.03	13.47	12.63	8.04	28.19	43.00	49.42
ENSOMYG00000044161	ENSOMYT00000105402	0.60	0.21	0.39	0.09	0.35	0.27	0.36	0.66	0.89	0.20	0.12	0.41
ENSOMYG00000044164	ENSOMYT00000105409	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
ENSOMYG00000044165	ENSOMYT00000105413	3.79	5.44	2.70	2.55	2.85	2.26	3.65	1.62	2.35	3.05	3.80	5.79
ENSOMYG00000044166	ENSOMYT00000105412	9.55	9.09	13.89	7.24	6.52	12.75	9.42	7.09	7.26	9.06	19.13	12.92
ENSOMYG00000044168	ENSOMYT00000105423,ENSOMYT00000105426,ENSOMYT00000105429	10.84	13.14	8.85	8.81	9.60	16.50	7.63	5.21	6.51	11.50	12.15	14.04
ENSOMYG00000044170	ENSOMYT00000105438	0.64	0.04	0.25	0.00	0.09	0.10	0.03	0.15	0.33	0.08	0.35	0.31
ENSOMYG00000044171	ENSOMYT00000105436,ENSOMYT00000167086	2.69	2.24	3.57	8.11	5.68	7.96	4.55	4.97	4.92	4.14	4.46	4.88
ENSOMYG00000044172	ENSOMYT00000106850,ENSOMYT00000106862,ENSOMYT00000106895,ENSOMYT00000106902,ENSOMYT00000106945	18.21	6.78	5.94	3.52	14.80	3.31	10.70	10.08	13.69	4.72	4.28	7.89
ENSOMYG00000044173	ENSOMYT00000105439	0.67	0.58	0.54	0.72	0.09	0.29	0.22	0.53	0.55	0.25	0.37	0.22
ENSOMYG00000044174	ENSOMYT00000106192,ENSOMYT00000106200,ENSOMYT00000106209,ENSOMYT00000106221,ENSOMYT00000106270,ENSOMYT00000106281,ENSOMYT00000106282,ENSOMYT00000164013	4.48	4.75	3.24	2.90	5.35	3.16	8.46	4.00	5.21	5.67	2.41	2.16
ENSOMYG00000044175	ENSOMYT00000074399,ENSOMYT00000074417,ENSOMYT00000105452,ENSOMYT00000105454,ENSOMYT00000110433,ENSOMYT00000144433,ENSOMYT00000148419,ENSOMYT00000149713,ENSOMYT00000156154,ENSOMYT00000162889	0.84	0.70	0.41	0.22	0.54	0.16	0.24	0.11	0.40	0.17	0.13	0.13
ENSOMYG00000044176	ENSOMYT00000105449	4.64	5.36	3.29	1.44	4.54	2.12	4.83	2.85	5.51	3.93	3.84	5.38
ENSOMYG00000044177	ENSOMYT00000105529,ENSOMYT00000105533,ENSOMYT00000116793	0.09	0.04	0.01	0.01	0.04	0.00	0.06	0.04	0.02	0.04	0.00	0.00
ENSOMYG00000044179	ENSOMYT00000105993,ENSOMYT00000106000,ENSOMYT00000106058,ENSOMYT00000106140,ENSOMYT00000106164,ENSOMYT00000106172,ENSOMYT00000106197,ENSOMYT00000106224,ENSOMYT00000106227,ENSOMYT00000106322	84.38	127.08	127.82	161.07	63.09	179.54	56.94	44.90	58.23	108.74	97.18	74.35
